"","AN_RECENS","DEP_RES_21","AGE_GROUP","TYP_ACT","CSP","POND2"
"30593",2008,"31","25-42",5,8,139.650133176
"30594",2008,"31","25-42",6,9,19919.0998830974
"30595",2008,"31","42-60",1,1,2831.5767859807
"30596",2008,"31","42-60",1,2,15400.7827959
"30597",2008,"31","42-60",1,3,52382.0544744241
"30598",2008,"31","42-60",1,4,58744.6630338164
"30599",2008,"31","42-60",1,5,54921.0487171205
"30600",2008,"31","42-60",1,6,29962.2466115216
"30601",2008,"31","42-60",2,1,35.6610126591
"30602",2008,"31","42-60",2,2,1087.7876597193
"30603",2008,"31","42-60",2,3,1590.2112756782
"30604",2008,"31","42-60",2,4,3722.3132690096
"30605",2008,"31","42-60",2,5,5948.6135068308
"30606",2008,"31","42-60",2,6,4184.4716736481
"30607",2008,"31","42-60",2,9,536.6337988958
"30608",2008,"31","42-60",5,8,23019.6968340316
"30609",2008,"31","42-60",6,9,29889.2626141178
"30610",2008,"31","6-24",1,1,74.3383977961
"30611",2008,"31","6-24",1,2,860.3584579547
"30612",2008,"31","6-24",1,3,4796.6805675218
"30613",2008,"31","6-24",1,4,13815.0597107189
"30614",2008,"31","6-24",1,5,20247.8510752806
"30615",2008,"31","6-24",1,6,15840.2465104514
"30616",2008,"31","6-24",2,2,131.6928668496
"30617",2008,"31","6-24",2,3,295.6475835683
"30618",2008,"31","6-24",2,4,1808.4333933528
"30619",2008,"31","6-24",2,5,4740.3667017603
"30620",2008,"31","6-24",2,6,4036.7477970828
"30621",2008,"31","6-24",2,9,2799.5468650201
"30622",2008,"31","6-24",3,9,121491.837023841
"30623",2008,"31","6-24",5,8,8.7771540621
"30624",2008,"31","6-24",6,9,119186.030681523
"30625",2008,"31","60 and more",1,1,589.1195107625
"30626",2008,"31","60 and more",1,2,1525.1840170242
"30627",2008,"31","60 and more",1,3,3399.323523287
"30628",2008,"31","60 and more",1,4,1764.9940420524
"30629",2008,"31","60 and more",1,5,2376.0479825703
"30630",2008,"31","60 and more",1,6,1147.5026278897
"30631",2008,"31","60 and more",2,1,7.8491428571
"30632",2008,"31","60 and more",2,2,58.9760425822
"30633",2008,"31","60 and more",2,3,155.0035781387
"30634",2008,"31","60 and more",2,4,173.2438879266
"30635",2008,"31","60 and more",2,5,279.3171275281
"30636",2008,"31","60 and more",2,6,195.2101235813
"30637",2008,"31","60 and more",2,9,35.2147319566
"30638",2008,"31","60 and more",5,8,193574.836143364
"30639",2008,"31","60 and more",6,9,14081.1526781042
"30640",2008,"31","<6",6,9,85386.0113718747
"30641",2008,"32","25-42",1,1,1961.8895592743
"30642",2008,"32","25-42",1,2,2235.497528572
"30643",2008,"32","25-42",1,3,3017.7942254411
"30644",2008,"32","25-42",1,4,7825.4261089359
"30645",2008,"32","25-42",1,5,8843.7455277572
"30646",2008,"32","25-42",1,6,7073.6544381701
"30647",2008,"32","25-42",2,1,19.6678796908
"30648",2008,"32","25-42",2,2,69.6516801388
"30649",2008,"32","25-42",2,3,153.3383880795
"30650",2008,"32","25-42",2,4,635.8231915194
"30651",2008,"32","25-42",2,5,1039.2947873591
"30652",2008,"32","25-42",2,6,997.9508973317
"30653",2008,"32","25-42",2,9,86.313060512
"30654",2008,"32","25-42",3,9,138.3548651054
"30655",2008,"32","25-42",5,8,36.6518933119
"30656",2008,"32","25-42",6,9,2656.0436073637
"30657",2008,"32","42-60",1,1,4934.5407063242
"30658",2008,"32","42-60",1,2,3687.8693639608
"30659",2008,"32","42-60",1,3,4079.0053357912
"30660",2008,"32","42-60",1,4,7001.5365416912
"30661",2008,"32","42-60",1,5,9740.8063095243
"30662",2008,"32","42-60",1,6,6953.2225127918
"30663",2008,"32","42-60",2,1,7.9434850863
"30664",2008,"32","42-60",2,2,139.4629645746
"30665",2008,"32","42-60",2,3,164.897550444
"30666",2008,"32","42-60",2,4,429.3911720707
"30667",2008,"32","42-60",2,5,787.1585033794
"30668",2008,"32","42-60",2,6,669.3336956907
"30669",2008,"32","42-60",2,9,30.0480970319
"30670",2008,"32","42-60",5,8,5248.3843617985
"30671",2008,"32","42-60",6,9,5467.9680302663
"30672",2008,"32","6-24",1,1,105.6201276131
"30673",2008,"32","6-24",1,2,147.8067319466
"30674",2008,"32","6-24",1,3,115.5349992251
"30675",2008,"32","6-24",1,4,886.3842033402
"30676",2008,"32","6-24",1,5,1839.7482005215
"30677",2008,"32","6-24",1,6,2672.1529237408
"30678",2008,"32","6-24",2,2,1.0055756771
"30679",2008,"32","6-24",2,3,24.7599796638
"30680",2008,"32","6-24",2,4,203.9413189499
"30681",2008,"32","6-24",2,5,427.8315182142
"30682",2008,"32","6-24",2,6,567.4536785012
"30683",2008,"32","6-24",2,9,235.6517320213
"30684",2008,"32","6-24",3,9,11053.4090327892
"30685",2008,"32","6-24",5,8,4.0731795062
"30686",2008,"32","6-24",6,9,16449.6685053628
"30687",2008,"32","60 and more",1,1,494.892247375
"30688",2008,"32","60 and more",1,2,303.064137751
"30689",2008,"32","60 and more",1,3,365.5789107686
"30690",2008,"32","60 and more",1,4,221.8543393549
"30691",2008,"32","60 and more",1,5,367.7520409672
"30692",2008,"32","60 and more",1,6,177.9754557951
"30693",2008,"32","60 and more",2,2,23.9697166143
"30694",2008,"32","60 and more",2,3,7.8513899305
"30695",2008,"32","60 and more",2,4,18.9723290182
"30696",2008,"32","60 and more",2,5,22.3922753058
"30697",2008,"32","60 and more",2,6,26.7439603513
"30698",2008,"32","60 and more",2,9,3.9771428571
"30699",2008,"32","60 and more",5,8,49638.4165937999
"30700",2008,"32","60 and more",6,9,1776.9209703939
"30701",2008,"32","<6",6,9,10790.1866799434
"30702",2008,"33","25-42",1,1,2926.108194002
"30703",2008,"33","25-42",1,2,15061.3080353732
"30704",2008,"33","25-42",1,3,44409.6425409628
"30705",2008,"33","25-42",1,4,76775.3993365789
"30706",2008,"33","25-42",1,5,80679.6492826446
"30707",2008,"33","25-42",1,6,57935.2830739922
"30708",2008,"33","25-42",2,1,84.0127161583
"30709",2008,"33","25-42",2,2,1006.0430386443
"30710",2008,"33","25-42",2,3,2154.6703578794
"30711",2008,"33","25-42",2,4,7867.0882806404
"30712",2008,"33","25-42",2,5,12904.607713632
"30713",2008,"33","25-42",2,6,10294.2765598989
"30714",2008,"33","25-42",2,9,1574.1591331012
"30715",2008,"33","25-42",3,9,5734.6976496536
"30716",2008,"33","25-42",5,8,378.5531484812
"30717",2008,"33","25-42",6,9,24399.0126571531
"30718",2008,"33","42-60",1,1,5671.124692096
"30719",2008,"33","42-60",1,2,20045.0252245455
"30720",2008,"33","42-60",1,3,45385.2968009859
"30721",2008,"33","42-60",1,4,63681.5854898579
"30722",2008,"33","42-60",1,5,71111.2168201631
"30723",2008,"33","42-60",1,6,47749.8081590308
"30724",2008,"33","42-60",2,1,57.247001353
"30725",2008,"33","42-60",2,2,1219.3038089399
"30726",2008,"33","42-60",2,3,1674.8728093351
"30727",2008,"33","42-60",2,4,3962.5431372436
"30728",2008,"33","42-60",2,5,7096.1234745456
"30729",2008,"33","42-60",2,6,5864.7401246742
"30730",2008,"33","42-60",2,9,418.779767049
"30731",2008,"33","42-60",5,8,33733.1404198681
"30732",2008,"33","42-60",6,9,41667.5754502419
"30733",2008,"33","6-24",1,1,163.8988619627
"30734",2008,"33","6-24",1,2,985.723962477
"30735",2008,"33","6-24",1,3,3053.1511628034
"30736",2008,"33","6-24",1,4,11107.8089561992
"30737",2008,"33","6-24",1,5,22923.0086137757
"30738",2008,"33","6-24",1,6,19671.1212571566
"30739",2008,"33","6-24",2,1,11.5271946021
"30740",2008,"33","6-24",2,2,217.6521187196
"30741",2008,"33","6-24",2,3,217.0191310039
"30742",2008,"33","6-24",2,4,1820.9905201354
"30743",2008,"33","6-24",2,5,5853.2930991589
"30744",2008,"33","6-24",2,6,5953.0548938921
"30745",2008,"33","6-24",2,9,3226.5397408537
"30746",2008,"33","6-24",3,9,123284.852564279
"30747",2008,"33","6-24",5,8,12.1664032714
"30748",2008,"33","6-24",6,9,139144.01653642
"30749",2008,"33","60 and more",1,1,1012.8241306282
"30750",2008,"33","60 and more",1,2,2147.264078403
"30751",2008,"33","60 and more",1,3,3502.1498553763
"30752",2008,"33","60 and more",1,4,2260.3251497523
"30753",2008,"33","60 and more",1,5,2969.7637872185
"30754",2008,"33","60 and more",1,6,1582.4709310358
"30755",2008,"33","60 and more",2,1,14.1796747011
"30756",2008,"33","60 and more",2,2,121.4941155329
"30757",2008,"33","60 and more",2,3,153.7357714938
"30758",2008,"33","60 and more",2,4,265.772221768
"30759",2008,"33","60 and more",2,5,251.8342750603
"30760",2008,"33","60 and more",2,6,183.5377458291
"30761",2008,"33","60 and more",2,9,15.5339847014
"30762",2008,"33","60 and more",5,8,261954.82675065
"30763",2008,"33","60 and more",6,9,15818.0088855669
"30764",2008,"33","<6",6,9,96854.8762418713
"30765",2008,"34","25-42",1,1,2327.8555225113
"30766",2008,"34","25-42",1,2,12890.8746139404
"30767",2008,"34","25-42",1,3,27947.6144302667
"30768",2008,"34","25-42",1,4,49465.7156190723
"30769",2008,"34","25-42",1,5,50631.8438083806
"30770",2008,"34","25-42",1,6,31073.7974234541
"30771",2008,"34","25-42",2,1,54.9603432928
"30772",2008,"34","25-42",2,2,1235.8299921047
"30773",2008,"34","25-42",2,3,1844.6349639362
"30774",2008,"34","25-42",2,4,6397.8744298212
"30775",2008,"34","25-42",2,5,12191.766936022
"30776",2008,"34","25-42",2,6,8250.8340683448
"30777",2008,"34","25-42",2,9,1830.1934681656
"30778",2008,"34","25-42",3,9,4825.9515840408
"30779",2008,"34","25-42",5,8,252.6419827993
"30780",2008,"34","25-42",6,9,23173.9454501817
"30781",2008,"34","42-60",1,1,4438.289559936
"30782",2008,"34","42-60",1,2,15628.7427989024
"30783",2008,"34","42-60",1,3,30034.3162408032
"30784",2008,"34","42-60",1,4,40856.5787585224
"30785",2008,"34","42-60",1,5,45263.6777249441
"30786",2008,"34","42-60",1,6,23148.6189488498
"30787",2008,"34","42-60",2,1,78.0095894237
"30788",2008,"34","42-60",2,2,1550.1634132762
"30789",2008,"34","42-60",2,3,1451.0324429897
"30790",2008,"34","42-60",2,4,3790.3293264091
"30791",2008,"34","42-60",2,5,6948.6883598803
"30792",2008,"34","42-60",2,6,5051.1968085827
"30793",2008,"34","42-60",2,9,466.3780469777
"30794",2008,"34","42-60",3,9,3.7424433735
"30795",2008,"34","42-60",5,8,24477.104795476
"30796",2008,"34","42-60",6,9,36587.4241484652
"30797",2008,"34","6-24",1,1,128.7527686927
"30798",2008,"34","6-24",1,2,811.8922545563
"30799",2008,"34","6-24",1,3,1771.8574126489
"30800",2008,"34","6-24",1,4,7334.1923941317
"30801",2008,"34","6-24",1,5,14733.8964306714
"30802",2008,"34","6-24",1,6,11945.9436474582
"30803",2008,"34","6-24",2,1,4.064579089
"30804",2008,"34","6-24",2,2,174.3600366735
"30805",2008,"34","6-24",2,3,173.8813753795
"30806",2008,"34","6-24",2,4,1463.9022931685
"30807",2008,"34","6-24",2,5,4971.9004198404
"30808",2008,"34","6-24",2,6,4483.4420436435
"30809",2008,"34","6-24",2,9,3602.9948534104
"30810",2008,"34","6-24",3,9,91631.4992357754
"30811",2008,"34","6-24",5,8,32.3847222146
"30812",2008,"34","6-24",6,9,102070.239278261
"30813",2008,"34","60 and more",1,1,534.802682056
"30814",2008,"34","60 and more",1,2,1489.5707150843
"30815",2008,"34","60 and more",1,3,2729.2012236323
"30816",2008,"34","60 and more",1,4,1498.5157771535
"30817",2008,"34","60 and more",1,5,2243.0775345815
"30818",2008,"34","60 and more",1,6,1140.6119593622
"30819",2008,"34","60 and more",2,1,19.2189800357
"30820",2008,"34","60 and more",2,2,76.891688247
"30821",2008,"34","60 and more",2,3,105.8161454454
"30822",2008,"34","60 and more",2,4,214.0832247101
"30823",2008,"34","60 and more",2,5,256.9083574104
"30824",2008,"34","60 and more",2,6,237.3399729205
"30825",2008,"34","60 and more",2,9,25.5132505861
"30826",2008,"34","60 and more",5,8,204406.389314422
"30827",2008,"34","60 and more",6,9,17222.9634916934
"30828",2008,"34","<6",6,9,67889.9658968136
"30829",2008,"35","25-42",1,1,4179.5599957947
"30830",2008,"35","25-42",1,2,9150.4794780936
"30831",2008,"35","25-42",1,3,34489.148153662
"30832",2008,"35","25-42",1,4,54577.2178100292
"30833",2008,"35","25-42",1,5,52570.299710428
"30834",2008,"35","25-42",1,6,47796.3976848823
"30835",2008,"35","25-42",2,1,29.9461380894
"30836",2008,"35","25-42",2,2,526.8950796409
"30837",2008,"35","25-42",2,3,1374.0759452863
"30838",2008,"35","25-42",2,4,4890.6343210849
"30839",2008,"35","25-42",2,5,5807.4379462693
"30840",2008,"35","25-42",2,6,5550.7952491277
"30841",2008,"35","25-42",2,9,605.659530471
"30842",2008,"35","25-42",3,9,3276.2291516578
"30843",2008,"35","25-42",5,8,111.1048317725
"30844",2008,"35","25-42",6,9,13231.7116057648
"30845",2008,"35","42-60",1,1,7463.6866289842
"30846",2008,"35","42-60",1,2,12083.3072796184
"30847",2008,"35","42-60",1,3,28552.4410940743
"30848",2008,"35","42-60",1,4,39866.6947791174
"30849",2008,"35","42-60",1,5,45162.7537184796
"30850",2008,"35","42-60",1,6,37034.8604759611
"30851",2008,"35","42-60",2,1,58.8474135495
"30852",2008,"35","42-60",2,2,562.7695264263
"30853",2008,"35","42-60",2,3,726.448576964
"30854",2008,"35","42-60",2,4,1889.3518283213
"30855",2008,"35","42-60",2,5,2882.0250923851
"30856",2008,"35","42-60",2,6,2786.8535826953
"30857",2008,"35","42-60",2,9,107.9433504318
"30858",2008,"35","42-60",5,8,23796.5399098585
"30859",2008,"35","42-60",6,9,20825.2851690769
"30860",2008,"35","6-24",1,1,129.8161492826
"30861",2008,"35","6-24",1,2,557.321620979
"30862",2008,"35","6-24",1,3,2262.138989027
"30863",2008,"35","6-24",1,4,8632.2452254432
"30864",2008,"35","6-24",1,5,17217.1995722919
"30865",2008,"35","6-24",1,6,17118.742089418
"30866",2008,"35","6-24",2,2,68.040294111
"30867",2008,"35","6-24",2,3,147.8093076791
"30868",2008,"35","6-24",2,4,1104.6958486794
"30869",2008,"35","6-24",2,5,3206.5296165348
"30870",2008,"35","6-24",2,6,3659.5081552328
"30871",2008,"35","6-24",2,9,1425.1772493043
"30872",2008,"35","6-24",3,9,90478.1241251786
"30873",2008,"35","6-24",5,8,20.4955743014
"30874",2008,"35","6-24",6,9,101426.902163708
"30875",2008,"35","60 and more",1,1,506.3001868315
"30876",2008,"35","60 and more",1,2,799.0156922548
"30877",2008,"35","60 and more",1,3,1328.1340883332
"30878",2008,"35","60 and more",1,4,964.5012105681
"30879",2008,"35","60 and more",1,5,1023.4804125797
"30880",2008,"35","60 and more",1,6,616.4307222622
"30881",2008,"35","60 and more",2,1,23.3473408275
"30882",2008,"35","60 and more",2,2,45.6280677249
"30883",2008,"35","60 and more",2,3,51.8023431801
"30884",2008,"35","60 and more",2,4,56.45521163
"30885",2008,"35","60 and more",2,5,108.5979165062
"30886",2008,"35","60 and more",2,6,99.8324724265
"30887",2008,"35","60 and more",5,8,170748.429866594
"30888",2008,"35","60 and more",6,9,5574.9655125507
"30889",2008,"35","<6",6,9,75742.3547872384
"30890",2008,"36","25-42",1,1,1425.4081509106
"30891",2008,"36","25-42",1,2,1920.714285358
"30892",2008,"36","25-42",1,3,3152.2412962435
"30893",2008,"36","25-42",1,4,8759.8092227971
"30894",2008,"36","25-42",1,5,12574.6852082948
"30895",2008,"36","25-42",1,6,11775.6685257108
"30896",2008,"36","25-42",2,1,4.1349013369
"30897",2008,"36","25-42",2,2,133.142185152
"30898",2008,"36","25-42",2,3,93.0698804917
"30899",2008,"36","25-42",2,4,516.5894864146
"30900",2008,"36","25-42",2,5,1758.6160095091
"30901",2008,"36","25-42",2,6,1774.7833927844
"30902",2008,"36","25-42",2,9,146.8787632151
"30903",2008,"36","25-42",3,9,182.9764429104
"30904",2008,"36","25-42",5,8,54.3751262185
"30905",2008,"36","25-42",6,9,3910.8414829363
"30906",2008,"36","42-60",1,1,2684.4654557377
"30907",2008,"36","42-60",1,2,3336.9977356649
"30908",2008,"36","42-60",1,3,4069.9423888252
"30909",2008,"36","42-60",1,4,7734.0443290583
"30910",2008,"36","42-60",1,5,12604.8879735338
"30911",2008,"36","42-60",1,6,10507.604911555
"30912",2008,"36","42-60",2,1,19.5973617371
"30913",2008,"36","42-60",2,2,163.1910227414
"30914",2008,"36","42-60",2,3,107.2493833353
"30915",2008,"36","42-60",2,4,427.5318895059
"30916",2008,"36","42-60",2,5,930.9566131786
"30917",2008,"36","42-60",2,6,1525.4306460529
"30918",2008,"36","42-60",2,9,29.7904161617
"30919",2008,"36","42-60",5,8,7363.1492772282
"30920",2008,"36","42-60",6,9,7230.8409495349
"30921",2008,"36","6-24",1,1,92.0978332251
"30922",2008,"36","6-24",1,2,142.7670340113
"30923",2008,"36","6-24",1,3,158.6687117415
"30924",2008,"36","6-24",1,4,1177.0294967438
"30925",2008,"36","6-24",1,5,3417.5020833023
"30926",2008,"36","6-24",1,6,3776.3593584197
"30927",2008,"36","6-24",2,2,11.9679021257
"30928",2008,"36","6-24",2,3,12.1660027131
"30929",2008,"36","6-24",2,4,215.6497882436
"30930",2008,"36","6-24",2,5,789.9945956755
"30931",2008,"36","6-24",2,6,969.2300773238
"30932",2008,"36","6-24",2,9,481.2459392839
"30933",2008,"36","6-24",3,9,12391.7508772771
"30934",2008,"36","6-24",5,8,3.971969173
"30935",2008,"36","6-24",6,9,21133.7881895733
"30936",2008,"36","60 and more",1,1,291.0330290335
"30937",2008,"36","60 and more",1,2,288.8204002595
"30938",2008,"36","60 and more",1,3,237.9434577936
"30939",2008,"36","60 and more",1,4,210.1982504028
"30940",2008,"36","60 and more",1,5,444.5909479715
"30941",2008,"36","60 and more",1,6,260.6880779706
"30942",2008,"36","60 and more",2,1,4.0042493755
"30943",2008,"36","60 and more",2,2,14.5301577497
"30944",2008,"36","60 and more",2,3,12.1608339146
"30945",2008,"36","60 and more",2,4,14.8359205461
"30946",2008,"36","60 and more",2,5,12.0246128947
"30947",2008,"36","60 and more",2,6,41.4937604592
"30948",2008,"36","60 and more",2,9,3.9087945366
"30949",2008,"36","60 and more",5,8,62325.9285647477
"30950",2008,"36","60 and more",6,9,1558.2904248223
"30951",2008,"36","<6",6,9,14428.8780998554
"30952",2008,"37","25-42",1,1,1487.3268721356
"30953",2008,"37","25-42",1,2,5055.3699551293
"30954",2008,"37","25-42",1,3,15227.3879475291
"30955",2008,"37","25-42",1,4,31870.4129231744
"30956",2008,"37","25-42",1,5,30460.2499496392
"30957",2008,"37","25-42",1,6,25472.1097366037
"30958",2008,"37","25-42",2,1,12.6921367944
"30959",2008,"37","25-42",2,2,243.6367185888
"30960",2008,"37","25-42",2,3,612.8058489053
"30961",2008,"37","25-42",2,4,2835.9683183547
"30962",2008,"37","25-42",2,5,4543.8630801179
"30963",2008,"37","25-42",2,6,3863.4500680967
"30964",2008,"37","25-42",2,9,509.7379737155
"30965",2008,"37","25-42",3,9,1387.2249038473
"30966",2008,"37","25-42",5,8,78.7618967514
"30967",2008,"37","25-42",6,9,8068.2939749256
"30968",2008,"37","42-60",1,1,2974.1119329907
"30969",2008,"37","42-60",1,2,8049.0938992592
"30970",2008,"37","42-60",1,3,16557.5045624154
"30971",2008,"37","42-60",1,4,25649.3033805794
"30972",2008,"37","42-60",1,5,29533.7776962558
"30973",2008,"37","42-60",1,6,22835.7845570058
"30974",2008,"37","42-60",2,1,15.5922211895
"30975",2008,"37","42-60",2,2,454.2520762189
"30976",2008,"37","42-60",2,3,549.2068988105
"30977",2008,"37","42-60",2,4,1304.1575282317
"30978",2008,"37","42-60",2,5,2550.9981846019
"30979",2008,"37","42-60",2,6,2415.4348506865
"30980",2008,"37","42-60",2,9,182.8904730222
"30981",2008,"37","42-60",5,8,15094.2839132139
"30982",2008,"37","42-60",6,9,14193.5306500142
"30983",2008,"37","6-24",1,1,106.8042183523
"30984",2008,"37","6-24",1,2,290.8692992382
"30985",2008,"37","6-24",1,3,1210.7151294878
"30986",2008,"37","6-24",1,4,5647.6362780062
"30987",2008,"37","6-24",1,5,9888.6320059555
"30988",2008,"37","6-24",1,6,9839.008499931
"30989",2008,"37","6-24",2,2,48.3641521663
"30990",2008,"37","6-24",2,3,104.9727180168
"30991",2008,"37","6-24",2,4,766.9894515258
"30992",2008,"37","6-24",2,5,2403.4381792769
"30993",2008,"37","6-24",2,6,2325.8853815743
"30994",2008,"37","6-24",2,9,1228.2212718664
"30995",2008,"37","6-24",3,9,49909.8145045018
"30996",2008,"37","6-24",5,8,1.0535132708
"30997",2008,"37","6-24",6,9,57782.0171981122
"30998",2008,"37","60 and more",1,1,309.2994434948
"30999",2008,"37","60 and more",1,2,659.9236064621
"31000",2008,"37","60 and more",1,3,922.7581381648
"31001",2008,"37","60 and more",1,4,727.7853791289
"31002",2008,"37","60 and more",1,5,1200.3335443437
"31003",2008,"37","60 and more",1,6,487.0933204472
"31004",2008,"37","60 and more",2,1,7.8946272866
"31005",2008,"37","60 and more",2,2,52.0385662975
"31006",2008,"37","60 and more",2,3,39.9405052899
"31007",2008,"37","60 and more",2,4,80.2766616615
"31008",2008,"37","60 and more",2,5,66.858105384
"31009",2008,"37","60 and more",2,6,80.5136221015
"31010",2008,"37","60 and more",2,9,3.6031010908
"31011",2008,"37","60 and more",5,8,119370.084780182
"31012",2008,"37","60 and more",6,9,4825.9495935103
"31013",2008,"37","<6",6,9,40291.9215363779
"31014",2008,"38","25-42",1,1,1580.766018593
"31015",2008,"38","25-42",1,2,13020.6711680709
"31016",2008,"38","25-42",1,3,46203.6996661718
"31017",2008,"38","25-42",1,4,68983.3804840865
"31018",2008,"38","25-42",1,5,59590.5770534545
"31019",2008,"38","25-42",1,6,51123.3962121075
"31020",2008,"38","25-42",2,1,9.0562183296
"31021",2008,"38","25-42",2,2,663.7605692895
"31022",2008,"38","25-42",2,3,1913.8911827599
"31023",2008,"38","25-42",2,4,5184.9272832994
"31024",2008,"38","25-42",2,5,8271.9883322336
"31025",2008,"38","25-42",2,6,7468.0161877922
"31026",2008,"38","25-42",2,9,1223.6825383353
"31027",2008,"38","25-42",3,9,3703.2618823392
"31028",2008,"38","25-42",5,8,198.7545722492
"31029",2008,"38","25-42",6,9,21057.2470412538
"31030",2008,"38","42-60",1,1,3051.1778729209
"31031",2008,"38","42-60",1,2,15998.566429523
"31032",2008,"38","42-60",1,3,40842.9331578585
"31033",2008,"38","42-60",1,4,56046.6951045835
"31034",2008,"38","42-60",1,5,53134.3962367207
"31035",2008,"38","42-60",1,6,42438.1024347655
"31036",2008,"38","42-60",2,1,19.417569131
"31037",2008,"38","42-60",2,2,869.9551446837
"31038",2008,"38","42-60",2,3,1116.0407623266
"31039",2008,"38","42-60",2,4,2707.0585044622
"31040",2008,"38","42-60",2,5,4590.9454555114
"31041",2008,"38","42-60",2,6,4725.726952862
"31042",2008,"38","42-60",2,9,430.0985714754
"31043",2008,"38","42-60",5,8,24206.9146117565
"31044",2008,"38","42-60",6,9,32528.1198470131
"31045",2008,"38","6-24",1,1,140.5922612599
"31046",2008,"38","6-24",1,2,934.6612713017
"31047",2008,"38","6-24",1,3,2850.2403106354
"31048",2008,"38","6-24",1,4,11999.8633748604
"31049",2008,"38","6-24",1,5,18883.7355507544
"31050",2008,"38","6-24",1,6,20651.6234271093
"31051",2008,"38","6-24",2,1,5.5459219322
"31052",2008,"38","6-24",2,2,162.0786356472
"31053",2008,"38","6-24",2,3,252.076870784
"31054",2008,"38","6-24",2,4,1556.7457153547
"31055",2008,"38","6-24",2,5,4072.1182111983
"31056",2008,"38","6-24",2,6,4967.9882229664
"31057",2008,"38","6-24",2,9,2399.8851234002
"31058",2008,"38","6-24",3,9,100903.59753113
"31059",2008,"38","6-24",5,8,18.7973869716
"31060",2008,"38","6-24",6,9,129429.085295497
"31061",2008,"38","60 and more",1,1,521.0922214625
"31062",2008,"38","60 and more",1,2,1521.3232231414
"31063",2008,"38","60 and more",1,3,2433.2204804282
"31064",2008,"38","60 and more",1,4,1664.2720103324
"31065",2008,"38","60 and more",1,5,1926.4038429244
"31066",2008,"38","60 and more",1,6,1214.4591499506
"31067",2008,"38","60 and more",2,1,7.1446000651
"31068",2008,"38","60 and more",2,2,68.6250763464
"31069",2008,"38","60 and more",2,3,95.5649317012
"31070",2008,"38","60 and more",2,4,156.5026066662
"31071",2008,"38","60 and more",2,5,220.6167926082
"31072",2008,"38","60 and more",2,6,148.5165845328
"31073",2008,"38","60 and more",2,9,17.8368909961
"31074",2008,"38","60 and more",5,8,200307.732353326
"31075",2008,"38","60 and more",6,9,13015.527753013
"31076",2008,"38","<6",6,9,92235.3913848523
"31077",2008,"39","25-42",1,1,1064.5157592139
"31078",2008,"39","25-42",1,2,2680.8898080719
"31079",2008,"39","25-42",1,3,4273.1717116316
"31080",2008,"39","25-42",1,4,12528.5101422567
"31081",2008,"39","25-42",1,5,12392.6394331511
"31082",2008,"39","25-42",1,6,15559.6567385313
"31083",2008,"39","25-42",2,1,5.2240643139
"31084",2008,"39","25-42",2,2,137.3479469336
"31085",2008,"39","25-42",2,3,114.778031763
"31086",2008,"39","25-42",2,4,757.3034982423
"31087",2008,"39","25-42",2,5,1479.6752973324
"31088",2008,"39","25-42",2,6,2207.9260333705
"31089",2008,"39","25-42",2,9,204.3596560315
"31090",2008,"39","25-42",3,9,205.4260306904
"31091",2008,"39","25-42",5,8,27.1218053962
"31092",2008,"39","25-42",6,9,4183.7511091872
"31093",2008,"39","42-60",1,1,1659.0235888538
"31094",2008,"39","42-60",1,2,3813.3409184534
"31095",2008,"39","42-60",1,3,5449.0969616166
"31096",2008,"39","42-60",1,4,10728.7168860842
"31097",2008,"39","42-60",1,5,12690.07518623
"31098",2008,"39","42-60",1,6,13504.2550410141
"31099",2008,"39","42-60",2,1,4.05
"31100",2008,"39","42-60",2,2,141.0654507869
"31101",2008,"39","42-60",2,3,132.9236595762
"31102",2008,"39","42-60",2,4,391.1158888857
"31103",2008,"39","42-60",2,5,1047.2391277551
"31104",2008,"39","42-60",2,6,1486.2317569053
"31105",2008,"39","42-60",2,9,47.0047892801
"31106",2008,"39","42-60",5,8,6495.6809255892
"31107",2008,"39","42-60",6,9,7332.6569954409
"31108",2008,"39","6-24",1,1,108.8322389866
"31109",2008,"39","6-24",1,2,194.4213678334
"31110",2008,"39","6-24",1,3,186.0064359574
"31111",2008,"39","6-24",1,4,1780.1096623525
"31112",2008,"39","6-24",1,5,3206.4987350929
"31113",2008,"39","6-24",1,6,5102.731037515
"31114",2008,"39","6-24",2,2,11.2857913935
"31115",2008,"39","6-24",2,3,9.0583898953
"31116",2008,"39","6-24",2,4,230.6335400355
"31117",2008,"39","6-24",2,5,752.9235578493
"31118",2008,"39","6-24",2,6,1361.7124873756
"31119",2008,"39","6-24",2,9,579.0401132824
"31120",2008,"39","6-24",3,9,17104.4770392138
"31121",2008,"39","6-24",5,8,5.2991176287
"31122",2008,"39","6-24",6,9,27062.9063687799
"31123",2008,"39","60 and more",1,1,152.1071493356
"31124",2008,"39","60 and more",1,2,359.1861799841
"31125",2008,"39","60 and more",1,3,241.4124336498
"31126",2008,"39","60 and more",1,4,321.4042086529
"31127",2008,"39","60 and more",1,5,515.3671376413
"31128",2008,"39","60 and more",1,6,327.7387134001
"31129",2008,"39","60 and more",2,1,3.9237438236
"31130",2008,"39","60 and more",2,2,11.131145664
"31131",2008,"39","60 and more",2,3,12.097671742
"31132",2008,"39","60 and more",2,4,20.5639428925
"31133",2008,"39","60 and more",2,5,36.9408154114
"31134",2008,"39","60 and more",2,6,44.749839107
"31135",2008,"39","60 and more",5,8,56713.3390470145
