"","AN_RECENS","DEP_RES_21","AGE_GROUP","TYP_ACT","CSP","POND2"
"1",1968,"01","25-42",1,1,9040
"2",1968,"01","25-42",1,2,6220
"3",1968,"01","25-42",1,3,2088
"4",1968,"01","25-42",1,4,6760
"5",1968,"01","25-42",1,5,9760
"6",1968,"01","25-42",1,6,23328
"7",1968,"01","25-42",2,3,12
"8",1968,"01","25-42",2,4,40
"9",1968,"01","25-42",2,5,64
"10",1968,"01","25-42",2,6,256
"11",1968,"01","25-42",2,9,8
"12",1968,"01","25-42",3,9,132
"13",1968,"01","25-42",4,9,36
"14",1968,"01","25-42",6,9,20000
"15",1968,"01","42-60",1,1,13908
"16",1968,"01","42-60",1,2,6664
"17",1968,"01","42-60",1,3,1648
"18",1968,"01","42-60",1,4,4272
"19",1968,"01","42-60",1,5,6716
"20",1968,"01","42-60",1,6,13612
"21",1968,"01","42-60",2,3,20
"22",1968,"01","42-60",2,4,20
"23",1968,"01","42-60",2,5,48
"24",1968,"01","42-60",2,6,192
"25",1968,"01","42-60",2,9,4
"26",1968,"01","42-60",3,9,8
"27",1968,"01","42-60",4,9,4
"28",1968,"01","42-60",5,8,2856
"29",1968,"01","42-60",6,9,14952
"30",1968,"01","6-24",1,1,2168
"31",1968,"01","6-24",1,2,900
"32",1968,"01","6-24",1,3,224
"33",1968,"01","6-24",1,4,2508
"34",1968,"01","6-24",1,5,8856
"35",1968,"01","6-24",1,6,16840
"36",1968,"01","6-24",2,3,4
"37",1968,"01","6-24",2,4,44
"38",1968,"01","6-24",2,5,232
"39",1968,"01","6-24",2,6,288
"40",1968,"01","6-24",2,9,40
"41",1968,"01","6-24",3,9,17784
"42",1968,"01","6-24",4,9,1572
"43",1968,"01","6-24",6,9,51144
"44",1968,"01","60 and more",1,1,7136
"45",1968,"01","60 and more",1,2,2392
"46",1968,"01","60 and more",1,3,272
"47",1968,"01","60 and more",1,4,808
"48",1968,"01","60 and more",1,5,1336
"49",1968,"01","60 and more",1,6,2600
"50",1968,"01","60 and more",2,4,4
"51",1968,"01","60 and more",2,5,12
"52",1968,"01","60 and more",2,6,76
"53",1968,"01","60 and more",5,8,30948
"54",1968,"01","60 and more",6,9,13484
"55",1968,"01","<6",6,9,34412
"56",1968,"02","25-42",1,1,6360
"57",1968,"02","25-42",1,2,6772
"58",1968,"02","25-42",1,3,2944
"59",1968,"02","25-42",1,4,9788
"60",1968,"02","25-42",1,5,13156
"61",1968,"02","25-42",1,6,35960
"62",1968,"02","25-42",2,3,20
"63",1968,"02","25-42",2,4,40
"64",1968,"02","25-42",2,5,256
"65",1968,"02","25-42",2,6,832
"66",1968,"02","25-42",2,9,4
"67",1968,"02","25-42",3,9,160
"68",1968,"02","25-42",4,9,28
"69",1968,"02","25-42",6,9,35584
"70",1968,"02","42-60",1,1,6540
"71",1968,"02","42-60",1,2,6484
"72",1968,"02","42-60",1,3,2224
"73",1968,"02","42-60",1,4,6732
"74",1968,"02","42-60",1,5,9604
"75",1968,"02","42-60",1,6,24052
"76",1968,"02","42-60",2,3,8
"77",1968,"02","42-60",2,4,56
"78",1968,"02","42-60",2,5,152
"79",1968,"02","42-60",2,6,628
"80",1968,"02","42-60",3,9,4
"81",1968,"02","42-60",4,9,4
"82",1968,"02","42-60",5,8,5888
"83",1968,"02","42-60",6,9,28668
"84",1968,"02","6-24",1,1,2112
"85",1968,"02","6-24",1,2,1056
"86",1968,"02","6-24",1,3,256
"87",1968,"02","6-24",1,4,4016
"88",1968,"02","6-24",1,5,13536
"89",1968,"02","6-24",1,6,30908
"90",1968,"02","6-24",2,3,12
"91",1968,"02","6-24",2,4,68
"92",1968,"02","6-24",2,5,452
"93",1968,"02","6-24",2,6,816
"94",1968,"02","6-24",2,9,180
"95",1968,"02","6-24",3,9,27244
"96",1968,"02","6-24",4,9,2648
"97",1968,"02","6-24",6,9,94196
"98",1968,"02","60 and more",1,1,2816
"99",1968,"02","60 and more",1,2,2460
"100",1968,"02","60 and more",1,3,456
"101",1968,"02","60 and more",1,4,956
"102",1968,"02","60 and more",1,5,1772
"103",1968,"02","60 and more",1,6,4200
"104",1968,"02","60 and more",2,3,4
"105",1968,"02","60 and more",2,4,8
"106",1968,"02","60 and more",2,5,28
"107",1968,"02","60 and more",2,6,100
"108",1968,"02","60 and more",5,8,43832
"109",1968,"02","60 and more",6,9,28856
"110",1968,"02","<6",6,9,60176
"111",1968,"03","25-42",1,1,7572
"112",1968,"03","25-42",1,2,5484
"113",1968,"03","25-42",1,3,2316
"114",1968,"03","25-42",1,4,7176
"115",1968,"03","25-42",1,5,10224
"116",1968,"03","25-42",1,6,21764
"117",1968,"03","25-42",2,3,16
"118",1968,"03","25-42",2,4,56
"119",1968,"03","25-42",2,5,216
"120",1968,"03","25-42",2,6,380
"121",1968,"03","25-42",2,9,20
"122",1968,"03","25-42",3,9,140
"123",1968,"03","25-42",4,9,48
"124",1968,"03","25-42",6,9,24088
"125",1968,"03","42-60",1,1,10936
"126",1968,"03","42-60",1,2,8276
"127",1968,"03","42-60",1,3,2092
"128",1968,"03","42-60",1,4,4876
"129",1968,"03","42-60",1,5,9104
"130",1968,"03","42-60",1,6,16104
"131",1968,"03","42-60",2,3,8
"132",1968,"03","42-60",2,4,60
"133",1968,"03","42-60",2,5,300
"134",1968,"03","42-60",2,6,476
"135",1968,"03","42-60",3,9,8
"136",1968,"03","42-60",5,8,4724
"137",1968,"03","42-60",6,9,23296
"138",1968,"03","6-24",1,1,2452
"139",1968,"03","6-24",1,2,736
"140",1968,"03","6-24",1,3,204
"141",1968,"03","6-24",1,4,2172
"142",1968,"03","6-24",1,5,8124
"143",1968,"03","6-24",1,6,15916
"144",1968,"03","6-24",2,4,60
"145",1968,"03","6-24",2,5,532
"146",1968,"03","6-24",2,6,564
"147",1968,"03","6-24",2,9,176
"148",1968,"03","6-24",3,9,20092
"149",1968,"03","6-24",4,9,1812
"150",1968,"03","6-24",6,9,54984
"151",1968,"03","60 and more",1,1,5652
"152",1968,"03","60 and more",1,2,3548
"153",1968,"03","60 and more",1,3,444
"154",1968,"03","60 and more",1,4,852
"155",1968,"03","60 and more",1,5,1760
"156",1968,"03","60 and more",1,6,2708
"157",1968,"03","60 and more",2,3,8
"158",1968,"03","60 and more",2,4,36
"159",1968,"03","60 and more",2,5,48
"160",1968,"03","60 and more",2,6,160
"161",1968,"03","60 and more",5,8,43564
"162",1968,"03","60 and more",6,9,25180
"163",1968,"03","<6",6,9,33864
"164",1968,"04","25-42",1,1,1748
"165",1968,"04","25-42",1,2,2080
"166",1968,"04","25-42",1,3,900
"167",1968,"04","25-42",1,4,2380
"168",1968,"04","25-42",1,5,2632
"169",1968,"04","25-42",1,6,6128
"170",1968,"04","25-42",2,3,16
"171",1968,"04","25-42",2,4,16
"172",1968,"04","25-42",2,5,44
"173",1968,"04","25-42",2,6,104
"174",1968,"04","25-42",2,9,4
"175",1968,"04","25-42",3,9,56
"176",1968,"04","25-42",4,9,20
"177",1968,"04","25-42",6,9,7984
"178",1968,"04","42-60",1,1,2740
"179",1968,"04","42-60",1,2,2136
"180",1968,"04","42-60",1,3,640
"181",1968,"04","42-60",1,4,1328
"182",1968,"04","42-60",1,5,1996
"183",1968,"04","42-60",1,6,3580
"184",1968,"04","42-60",2,3,8
"185",1968,"04","42-60",2,4,20
"186",1968,"04","42-60",2,5,52
"187",1968,"04","42-60",2,6,120
"188",1968,"04","42-60",5,8,1364
"189",1968,"04","42-60",6,9,7148
"190",1968,"04","6-24",1,1,464
"191",1968,"04","6-24",1,2,364
"192",1968,"04","6-24",1,3,44
"193",1968,"04","6-24",1,4,596
"194",1968,"04","6-24",1,5,1900
"195",1968,"04","6-24",1,6,2884
"196",1968,"04","6-24",2,4,12
"197",1968,"04","6-24",2,5,120
"198",1968,"04","6-24",2,6,152
"199",1968,"04","6-24",2,9,24
"200",1968,"04","6-24",3,9,5924
"201",1968,"04","6-24",4,9,448
"202",1968,"04","6-24",6,9,15960
"203",1968,"04","60 and more",1,1,1736
"204",1968,"04","60 and more",1,2,724
"205",1968,"04","60 and more",1,3,92
"206",1968,"04","60 and more",1,4,208
"207",1968,"04","60 and more",1,5,284
"208",1968,"04","60 and more",1,6,532
"209",1968,"04","60 and more",2,4,4
"210",1968,"04","60 and more",2,5,8
"211",1968,"04","60 and more",2,6,20
"212",1968,"04","60 and more",5,8,9900
"213",1968,"04","60 and more",6,9,7140
"214",1968,"04","<6",6,9,10564
"215",1968,"05","25-42",1,1,2428
"216",1968,"05","25-42",1,2,1824
"217",1968,"05","25-42",1,3,852
"218",1968,"05","25-42",1,4,1936
"219",1968,"05","25-42",1,5,2920
"220",1968,"05","25-42",1,6,4336
"221",1968,"05","25-42",2,4,40
"222",1968,"05","25-42",2,5,40
"223",1968,"05","25-42",2,6,88
"224",1968,"05","25-42",3,9,56
"225",1968,"05","25-42",4,9,8
"226",1968,"05","25-42",6,9,6152
"227",1968,"05","42-60",1,1,3484
"228",1968,"05","42-60",1,2,1864
"229",1968,"05","42-60",1,3,564
"230",1968,"05","42-60",1,4,1248
"231",1968,"05","42-60",1,5,2088
"232",1968,"05","42-60",1,6,2908
"233",1968,"05","42-60",2,3,4
"234",1968,"05","42-60",2,4,16
"235",1968,"05","42-60",2,5,24
"236",1968,"05","42-60",2,6,76
"237",1968,"05","42-60",2,9,8
"238",1968,"05","42-60",5,8,1036
"239",1968,"05","42-60",6,9,6100
"240",1968,"05","6-24",1,1,696
"241",1968,"05","6-24",1,2,312
"242",1968,"05","6-24",1,3,132
"243",1968,"05","6-24",1,4,752
"244",1968,"05","6-24",1,5,2096
"245",1968,"05","6-24",1,6,2516
"246",1968,"05","6-24",2,3,4
"247",1968,"05","6-24",2,4,4
"248",1968,"05","6-24",2,5,32
"249",1968,"05","6-24",2,6,136
"250",1968,"05","6-24",2,9,36
"251",1968,"05","6-24",3,9,5988
"252",1968,"05","6-24",4,9,440
"253",1968,"05","6-24",6,9,13672
"254",1968,"05","60 and more",1,1,2132
"255",1968,"05","60 and more",1,2,692
"256",1968,"05","60 and more",1,3,68
"257",1968,"05","60 and more",1,4,188
"258",1968,"05","60 and more",1,5,272
"259",1968,"05","60 and more",1,6,324
"260",1968,"05","60 and more",2,5,8
"261",1968,"05","60 and more",2,6,12
"262",1968,"05","60 and more",5,8,7796
"263",1968,"05","60 and more",6,9,5116
"264",1968,"05","<6",6,9,8580
"265",1968,"06","25-42",1,1,3056
"266",1968,"06","25-42",1,2,15436
"267",1968,"06","25-42",1,3,7412
"268",1968,"06","25-42",1,4,14176
"269",1968,"06","25-42",1,5,27232
"270",1968,"06","25-42",1,6,40000
"271",1968,"06","25-42",2,3,152
"272",1968,"06","25-42",2,4,492
"273",1968,"06","25-42",2,5,1612
"274",1968,"06","25-42",2,6,2276
"275",1968,"06","25-42",2,9,108
"276",1968,"06","25-42",3,9,664
"277",1968,"06","25-42",4,9,176
"278",1968,"06","25-42",6,9,48832
"279",1968,"06","42-60",1,1,5188
"280",1968,"06","42-60",1,2,20400
"281",1968,"06","42-60",1,3,7412
"282",1968,"06","42-60",1,4,10436
"283",1968,"06","42-60",1,5,25400
"284",1968,"06","42-60",1,6,23688
"285",1968,"06","42-60",2,3,264
"286",1968,"06","42-60",2,4,480
"287",1968,"06","42-60",2,5,1724
"288",1968,"06","42-60",2,6,2292
"289",1968,"06","42-60",2,9,52
"290",1968,"06","42-60",3,9,24
"291",1968,"06","42-60",5,8,12904
"292",1968,"06","42-60",6,9,49932
"293",1968,"06","6-24",1,1,952
"294",1968,"06","6-24",1,2,2364
"295",1968,"06","6-24",1,3,808
"296",1968,"06","6-24",1,4,3904
"297",1968,"06","6-24",1,5,17288
"298",1968,"06","6-24",1,6,19744
"299",1968,"06","6-24",2,3,28
"300",1968,"06","6-24",2,4,248
"301",1968,"06","6-24",2,5,1368
"302",1968,"06","6-24",2,6,1840
"303",1968,"06","6-24",2,9,440
"304",1968,"06","6-24",3,9,39912
"305",1968,"06","6-24",4,9,2496
"306",1968,"06","6-24",6,9,85444
"307",1968,"06","60 and more",1,1,2908
"308",1968,"06","60 and more",1,2,7928
"309",1968,"06","60 and more",1,3,2080
"310",1968,"06","60 and more",1,4,2368
"311",1968,"06","60 and more",1,5,6768
"312",1968,"06","60 and more",1,6,5500
"313",1968,"06","60 and more",2,3,68
"314",1968,"06","60 and more",2,4,124
"315",1968,"06","60 and more",2,5,388
"316",1968,"06","60 and more",2,6,524
"317",1968,"06","60 and more",2,9,12
"318",1968,"06","60 and more",5,8,87344
"319",1968,"06","60 and more",6,9,56792
"320",1968,"06","<6",6,9,52064
"321",1968,"07","25-42",1,1,5996
"322",1968,"07","25-42",1,2,4208
"323",1968,"07","25-42",1,3,1220
"324",1968,"07","25-42",1,4,4748
"325",1968,"07","25-42",1,5,5160
"326",1968,"07","25-42",1,6,15196
"327",1968,"07","25-42",2,3,8
"328",1968,"07","25-42",2,4,52
"329",1968,"07","25-42",2,5,68
"330",1968,"07","25-42",2,6,252
"331",1968,"07","25-42",2,9,12
"332",1968,"07","25-42",3,9,68
"333",1968,"07","25-42",4,9,44
"334",1968,"07","25-42",6,9,17792
"335",1968,"07","42-60",1,1,9132
"336",1968,"07","42-60",1,2,4384
"337",1968,"07","42-60",1,3,888
"338",1968,"07","42-60",1,4,3056
"339",1968,"07","42-60",1,5,4024
"340",1968,"07","42-60",1,6,10084
"341",1968,"07","42-60",2,3,8
"342",1968,"07","42-60",2,4,16
"343",1968,"07","42-60",2,5,72
"344",1968,"07","42-60",2,6,308
"345",1968,"07","42-60",3,9,4
"346",1968,"07","42-60",5,8,2892
"347",1968,"07","42-60",6,9,16580
"348",1968,"07","6-24",1,1,2212
"349",1968,"07","6-24",1,2,656
"350",1968,"07","6-24",1,3,184
"351",1968,"07","6-24",1,4,1748
"352",1968,"07","6-24",1,5,4408
"353",1968,"07","6-24",1,6,11416
"354",1968,"07","6-24",2,3,4
"355",1968,"07","6-24",2,4,36
"356",1968,"07","6-24",2,5,128
"357",1968,"07","6-24",2,6,300
"358",1968,"07","6-24",2,9,48
"359",1968,"07","6-24",3,9,13884
"360",1968,"07","6-24",4,9,1268
"361",1968,"07","6-24",6,9,39328
"362",1968,"07","60 and more",1,1,4896
"363",1968,"07","60 and more",1,2,1692
"364",1968,"07","60 and more",1,3,152
"365",1968,"07","60 and more",1,4,792
"366",1968,"07","60 and more",1,5,576
"367",1968,"07","60 and more",1,6,1396
"368",1968,"07","60 and more",2,4,4
"369",1968,"07","60 and more",2,5,8
"370",1968,"07","60 and more",2,6,60
"371",1968,"07","60 and more",5,8,25416
"372",1968,"07","60 and more",6,9,16936
"373",1968,"07","<6",6,9,25760
"374",1968,"08","25-42",1,1,4268
"375",1968,"08","25-42",1,2,4068
"376",1968,"08","25-42",1,3,1804
"377",1968,"08","25-42",1,4,6272
"378",1968,"08","25-42",1,5,7228
"379",1968,"08","25-42",1,6,20908
"380",1968,"08","25-42",2,3,8
"381",1968,"08","25-42",2,4,24
"382",1968,"08","25-42",2,5,132
"383",1968,"08","25-42",2,6,392
"384",1968,"08","25-42",2,9,24
"385",1968,"08","25-42",3,9,84
"386",1968,"08","25-42",4,9,56
"387",1968,"08","25-42",6,9,21956
"388",1968,"08","42-60",1,1,4584
"389",1968,"08","42-60",1,2,3624
"390",1968,"08","42-60",1,3,1488
"391",1968,"08","42-60",1,4,3948
"392",1968,"08","42-60",1,5,5760
"393",1968,"08","42-60",1,6,12852
"394",1968,"08","42-60",2,3,16
"395",1968,"08","42-60",2,4,28
"396",1968,"08","42-60",2,5,96
"397",1968,"08","42-60",2,6,204
"398",1968,"08","42-60",2,9,12
"399",1968,"08","42-60",5,8,3344
"400",1968,"08","42-60",6,9,16932
"401",1968,"08","6-24",1,1,1496
"402",1968,"08","6-24",1,2,608
"403",1968,"08","6-24",1,3,204
"404",1968,"08","6-24",1,4,2108
"405",1968,"08","6-24",1,5,7604
"406",1968,"08","6-24",1,6,14452
"407",1968,"08","6-24",2,4,40
"408",1968,"08","6-24",2,5,316
"409",1968,"08","6-24",2,6,432
"410",1968,"08","6-24",2,9,180
"411",1968,"08","6-24",3,9,17296
"412",1968,"08","6-24",4,9,1516
"413",1968,"08","6-24",6,9,57156
"414",1968,"08","60 and more",1,1,1928
"415",1968,"08","60 and more",1,2,1492
"416",1968,"08","60 and more",1,3,344
"417",1968,"08","60 and more",1,4,412
"418",1968,"08","60 and more",1,5,1104
"419",1968,"08","60 and more",1,6,2008
"420",1968,"08","60 and more",2,4,12
"421",1968,"08","60 and more",2,5,40
"422",1968,"08","60 and more",2,6,36
"423",1968,"08","60 and more",5,8,22416
"424",1968,"08","60 and more",6,9,17184
"425",1968,"08","<6",6,9,37812
"426",1968,"09","25-42",1,1,3092
"427",1968,"09","25-42",1,2,2012
"428",1968,"09","25-42",1,3,604
"429",1968,"09","25-42",1,4,2120
"430",1968,"09","25-42",1,5,3032
"431",1968,"09","25-42",1,6,6688
"432",1968,"09","25-42",2,3,4
"433",1968,"09","25-42",2,4,20
"434",1968,"09","25-42",2,5,40
"435",1968,"09","25-42",2,6,84
"436",1968,"09","25-42",2,9,8
"437",1968,"09","25-42",3,9,84
"438",1968,"09","25-42",4,9,24
"439",1968,"09","25-42",6,9,9208
"440",1968,"09","42-60",1,1,5404
"441",1968,"09","42-60",1,2,2616
"442",1968,"09","42-60",1,3,720
"443",1968,"09","42-60",1,4,1636
"444",1968,"09","42-60",1,5,2264
"445",1968,"09","42-60",1,6,5824
"446",1968,"09","42-60",2,4,12
"447",1968,"09","42-60",2,5,24
"448",1968,"09","42-60",2,6,92
"449",1968,"09","42-60",2,9,4
"450",1968,"09","42-60",5,8,2420
"451",1968,"09","42-60",6,9,9392
"452",1968,"09","6-24",1,1,972
"453",1968,"09","6-24",1,2,268
"454",1968,"09","6-24",1,3,80
"455",1968,"09","6-24",1,4,640
"456",1968,"09","6-24",1,5,1940
"457",1968,"09","6-24",1,6,3600
"458",1968,"09","6-24",2,3,4
"459",1968,"09","6-24",2,4,28
"460",1968,"09","6-24",2,5,120
"461",1968,"09","6-24",2,6,148
"462",1968,"09","6-24",2,9,104
"463",1968,"09","6-24",3,9,8704
"464",1968,"09","6-24",4,9,652
"465",1968,"09","6-24",6,9,18724
"466",1968,"09","60 and more",1,1,3924
"467",1968,"09","60 and more",1,2,932
"468",1968,"09","60 and more",1,3,116
"469",1968,"09","60 and more",1,4,216
"470",1968,"09","60 and more",1,5,340
"471",1968,"09","60 and more",1,6,748
"472",1968,"09","60 and more",2,5,4
"473",1968,"09","60 and more",2,6,24
"474",1968,"09","60 and more",5,8,18004
"475",1968,"09","60 and more",6,9,10384
"476",1968,"09","<6",6,9,10868
"477",1968,"10","25-42",1,1,4376
"478",1968,"10","25-42",1,2,3796
"479",1968,"10","25-42",1,3,1772
"480",1968,"10","25-42",1,4,6028
"481",1968,"10","25-42",1,5,8012
"482",1968,"10","25-42",1,6,20524
"483",1968,"10","25-42",2,3,4
"484",1968,"10","25-42",2,4,24
"485",1968,"10","25-42",2,5,48
"486",1968,"10","25-42",2,6,296
"487",1968,"10","25-42",3,9,88
"488",1968,"10","25-42",4,9,48
"489",1968,"10","25-42",6,9,14156
"490",1968,"10","42-60",1,1,5276
"491",1968,"10","42-60",1,2,3896
"492",1968,"10","42-60",1,3,1476
"493",1968,"10","42-60",1,4,3640
"494",1968,"10","42-60",1,5,6416
"495",1968,"10","42-60",1,6,14612
"496",1968,"10","42-60",2,3,4
"497",1968,"10","42-60",2,4,32
"498",1968,"10","42-60",2,5,64
"499",1968,"10","42-60",2,6,256
"500",1968,"10","42-60",3,9,4
"501",1968,"10","42-60",5,8,3620
"502",1968,"10","42-60",6,9,10700
"503",1968,"10","6-24",1,1,1660
"504",1968,"10","6-24",1,2,568
"505",1968,"10","6-24",1,3,180
"506",1968,"10","6-24",1,4,2284
"507",1968,"10","6-24",1,5,7284
"508",1968,"10","6-24",1,6,17356
"509",1968,"10","6-24",2,3,4
"510",1968,"10","6-24",2,4,16
"511",1968,"10","6-24",2,5,124
"512",1968,"10","6-24",2,6,228
"513",1968,"10","6-24",2,9,56
"514",1968,"10","6-24",3,9,12380
"515",1968,"10","6-24",4,9,1380
"516",1968,"10","6-24",6,9,41488
"517",1968,"10","60 and more",1,1,2140
"518",1968,"10","60 and more",1,2,1516
"519",1968,"10","60 and more",1,3,272
"520",1968,"10","60 and more",1,4,672
"521",1968,"10","60 and more",1,5,1320
"522",1968,"10","60 and more",1,6,3160
"523",1968,"10","60 and more",2,3,4
"524",1968,"10","60 and more",2,5,8
"525",1968,"10","60 and more",2,6,40
"526",1968,"10","60 and more",5,8,29024
"527",1968,"10","60 and more",6,9,10204
"528",1968,"10","<6",6,9,28372
"529",1968,"11","25-42",1,1,3820
"530",1968,"11","25-42",1,2,4020
"531",1968,"11","25-42",1,3,1576
"532",1968,"11","25-42",1,4,4164
"533",1968,"11","25-42",1,5,6220
"534",1968,"11","25-42",1,6,13836
"535",1968,"11","25-42",2,3,4
"536",1968,"11","25-42",2,4,40
"537",1968,"11","25-42",2,5,188
"538",1968,"11","25-42",2,6,200
"539",1968,"11","25-42",2,9,12
"540",1968,"11","25-42",3,9,164
"541",1968,"11","25-42",4,9,36
"542",1968,"11","25-42",6,9,20828
"543",1968,"11","42-60",1,1,6908
"544",1968,"11","42-60",1,2,4788
"545",1968,"11","42-60",1,3,1448
"546",1968,"11","42-60",1,4,3048
"547",1968,"11","42-60",1,5,5204
"548",1968,"11","42-60",1,6,12484
"549",1968,"11","42-60",2,4,40
"550",1968,"11","42-60",2,5,80
"551",1968,"11","42-60",2,6,256
"552",1968,"11","42-60",3,9,4
"553",1968,"11","42-60",5,8,3408
"554",1968,"11","42-60",6,9,23632
"555",1968,"11","6-24",1,1,1176
"556",1968,"11","6-24",1,2,780
"557",1968,"11","6-24",1,3,144
"558",1968,"11","6-24",1,4,1436
"559",1968,"11","6-24",1,5,4620
"560",1968,"11","6-24",1,6,7908
"561",1968,"11","6-24",2,3,12
"562",1968,"11","6-24",2,4,48
"563",1968,"11","6-24",2,5,380
"564",1968,"11","6-24",2,6,360
"565",1968,"11","6-24",2,9,140
"566",1968,"11","6-24",3,9,17184
"567",1968,"11","6-24",4,9,1124
"568",1968,"11","6-24",6,9,38320
"569",1968,"11","60 and more",1,1,4564
"570",1968,"11","60 and more",1,2,2052
"571",1968,"11","60 and more",1,3,264
"572",1968,"11","60 and more",1,4,560
"573",1968,"11","60 and more",1,5,900
"574",1968,"11","60 and more",1,6,2380
"575",1968,"11","60 and more",2,5,12
"576",1968,"11","60 and more",2,6,44
"577",1968,"11","60 and more",5,8,29388
"578",1968,"11","60 and more",6,9,23704
"579",1968,"11","<6",6,9,22664
"580",1968,"12","25-42",1,1,11408
"581",1968,"12","25-42",1,2,4356
"582",1968,"12","25-42",1,3,1304
"583",1968,"12","25-42",1,4,4256
"584",1968,"12","25-42",1,5,5308
"585",1968,"12","25-42",1,6,12180
"586",1968,"12","25-42",2,3,4
"587",1968,"12","25-42",2,4,12
"588",1968,"12","25-42",2,5,72
"589",1968,"12","25-42",2,6,136
"590",1968,"12","25-42",2,9,24
"591",1968,"12","25-42",3,9,184
"592",1968,"12","25-42",4,9,40
"593",1968,"12","25-42",6,9,18288
"594",1968,"12","42-60",1,1,14300
"595",1968,"12","42-60",1,2,5444
"596",1968,"12","42-60",1,3,1120
"597",1968,"12","42-60",1,4,3076
"598",1968,"12","42-60",1,5,4028
"599",1968,"12","42-60",1,6,9372
"600",1968,"12","42-60",2,3,4
"601",1968,"12","42-60",2,4,12
"602",1968,"12","42-60",2,5,40
"603",1968,"12","42-60",2,6,168
"604",1968,"12","42-60",3,9,4
"605",1968,"12","42-60",5,8,3712
"606",1968,"12","42-60",6,9,19796
"607",1968,"12","6-24",1,1,4204
"608",1968,"12","6-24",1,2,728
"609",1968,"12","6-24",1,3,152
"610",1968,"12","6-24",1,4,1656
"611",1968,"12","6-24",1,5,4180
"612",1968,"12","6-24",1,6,7168
"613",1968,"12","6-24",2,4,36
"614",1968,"12","6-24",2,5,116
"615",1968,"12","6-24",2,6,208
"616",1968,"12","6-24",2,9,212
"617",1968,"12","6-24",3,9,18340
"618",1968,"12","6-24",4,9,1252
"619",1968,"12","6-24",6,9,39912
"620",1968,"12","60 and more",1,1,7616
"621",1968,"12","60 and more",1,2,1820
"622",1968,"12","60 and more",1,3,220
"623",1968,"12","60 and more",1,4,780
"624",1968,"12","60 and more",1,5,640
"625",1968,"12","60 and more",1,6,1396
"626",1968,"12","60 and more",2,5,12
"627",1968,"12","60 and more",2,6,28
"628",1968,"12","60 and more",5,8,27916
"629",1968,"12","60 and more",6,9,19796
"630",1968,"12","<6",6,9,24628
"631",1968,"13","25-42",1,1,5020
"632",1968,"13","25-42",1,2,19704
"633",1968,"13","25-42",1,3,16088
"634",1968,"13","25-42",1,4,34792
"635",1968,"13","25-42",1,5,55304
"636",1968,"13","25-42",1,6,83372
"637",1968,"13","25-42",2,3,216
"638",1968,"13","25-42",2,4,936
"639",1968,"13","25-42",2,5,2236
"640",1968,"13","25-42",2,6,6348
"641",1968,"13","25-42",2,9,296
"642",1968,"13","25-42",3,9,2528
"643",1968,"13","25-42",4,9,396
"644",1968,"13","25-42",6,9,118396
"645",1968,"13","42-60",1,1,7144
"646",1968,"13","42-60",1,2,25508
"647",1968,"13","42-60",1,3,14852
"648",1968,"13","42-60",1,4,24568
"649",1968,"13","42-60",1,5,45256
"650",1968,"13","42-60",1,6,56036
"651",1968,"13","42-60",2,3,252
"652",1968,"13","42-60",2,4,648
"653",1968,"13","42-60",2,5,1964
"654",1968,"13","42-60",2,6,5428
"655",1968,"13","42-60",2,9,112
"656",1968,"13","42-60",3,9,48
"657",1968,"13","42-60",5,8,19996
"658",1968,"13","42-60",6,9,107336
"659",1968,"13","6-24",1,1,1552
"660",1968,"13","6-24",1,2,3420
"661",1968,"13","6-24",1,3,1900
"662",1968,"13","6-24",1,4,9228
"663",1968,"13","6-24",1,5,34660
"664",1968,"13","6-24",1,6,44160
"665",1968,"13","6-24",2,3,52
"666",1968,"13","6-24",2,4,588
"667",1968,"13","6-24",2,5,2868
"668",1968,"13","6-24",2,6,5536
"669",1968,"13","6-24",2,9,1712
"670",1968,"13","6-24",3,9,103476
"671",1968,"13","6-24",4,9,6484
"672",1968,"13","6-24",6,9,219720
"673",1968,"13","60 and more",1,1,3912
"674",1968,"13","60 and more",1,2,8716
"675",1968,"13","60 and more",1,3,2356
"676",1968,"13","60 and more",1,4,3676
"677",1968,"13","60 and more",1,5,7652
"678",1968,"13","60 and more",1,6,8260
"679",1968,"13","60 and more",2,3,40
"680",1968,"13","60 and more",2,4,140
"681",1968,"13","60 and more",2,5,312
"682",1968,"13","60 and more",2,6,968
"683",1968,"13","60 and more",2,9,12
"684",1968,"13","60 and more",5,8,115380
"685",1968,"13","60 and more",6,9,89296
"686",1968,"13","<6",6,9,140428
"687",1968,"14","25-42",1,1,11452
"688",1968,"14","25-42",1,2,7204
"689",1968,"14","25-42",1,3,3832
"690",1968,"14","25-42",1,4,11724
"691",1968,"14","25-42",1,5,13684
"692",1968,"14","25-42",1,6,31240
"693",1968,"14","25-42",2,3,24
"694",1968,"14","25-42",2,4,68
"695",1968,"14","25-42",2,5,320
"696",1968,"14","25-42",2,6,556
"697",1968,"14","25-42",2,9,40
"698",1968,"14","25-42",3,9,624
"699",1968,"14","25-42",4,9,92
"700",1968,"14","25-42",6,9,32100
"701",1968,"14","42-60",1,1,12732
"702",1968,"14","42-60",1,2,8784
"703",1968,"14","42-60",1,3,2824
"704",1968,"14","42-60",1,4,7124
"705",1968,"14","42-60",1,5,10844
"706",1968,"14","42-60",1,6,20100
"707",1968,"14","42-60",2,3,16
