"","AN_RECENS","DEP_RES_21","AGE_GROUP","TYP_ACT","CSP","test"
"27251",1990,"67",NA,5,8,4520
"27252",1990,"67",NA,6,9,924
"27253",1990,"68","15-29",1,1,844
"27254",1990,"68","15-29",1,2,1428
"27255",1990,"68","15-29",1,3,3528
"27256",1990,"68","15-29",1,4,13968
"27257",1990,"68","15-29",1,5,28525
"27258",1990,"68","15-29",1,6,41410
"27259",1990,"68","15-29",2,2,156
"27260",1990,"68","15-29",2,3,112
"27261",1990,"68","15-29",2,4,456
"27262",1990,"68","15-29",2,5,4740
"27263",1990,"68","15-29",2,6,3904
"27264",1990,"68","15-29",2,9,640
"27265",1990,"68","15-29",3,9,43117
"27266",1990,"68","15-29",4,9,3052
"27267",1990,"68","15-29",5,8,12
"27268",1990,"68","15-29",6,9,9644
"27269",1990,"68","30-44",1,1,1816
"27270",1990,"68","30-44",1,2,6734
"27271",1990,"68","30-44",1,3,13444
"27272",1990,"68","30-44",1,4,27680
"27273",1990,"68","30-44",1,5,29045
"27274",1990,"68","30-44",1,6,44792
"27275",1990,"68","30-44",2,1,4
"27276",1990,"68","30-44",2,2,192
"27277",1990,"68","30-44",2,3,264
"27278",1990,"68","30-44",2,4,692
"27279",1990,"68","30-44",2,5,2724
"27280",1990,"68","30-44",2,6,3216
"27281",1990,"68","30-44",2,9,96
"27282",1990,"68","30-44",3,9,228
"27283",1990,"68","30-44",5,8,360
"27284",1990,"68","30-44",6,9,23876
"27285",1990,"68","45-59",1,1,2800
"27286",1990,"68","45-59",1,2,5453
"27287",1990,"68","45-59",1,3,7168
"27288",1990,"68","45-59",1,4,13108
"27289",1990,"68","45-59",1,5,12360
"27290",1990,"68","45-59",1,6,23998
"27291",1990,"68","45-59",2,2,164
"27292",1990,"68","45-59",2,3,176
"27293",1990,"68","45-59",2,4,372
"27294",1990,"68","45-59",2,5,1404
"27295",1990,"68","45-59",2,6,2360
"27296",1990,"68","45-59",2,9,12
"27297",1990,"68","45-59",5,8,9388
"27298",1990,"68","45-59",6,9,28701
"27299",1990,"68","60-74",1,1,596
"27300",1990,"68","60-74",1,2,864
"27301",1990,"68","60-74",1,3,648
"27302",1990,"68","60-74",1,4,588
"27303",1990,"68","60-74",1,5,588
"27304",1990,"68","60-74",1,6,604
"27305",1990,"68","60-74",2,2,16
"27306",1990,"68","60-74",2,3,16
"27307",1990,"68","60-74",2,4,20
"27308",1990,"68","60-74",2,5,48
"27309",1990,"68","60-74",2,6,132
"27310",1990,"68","60-74",2,9,8
"27311",1990,"68","60-74",5,8,60732
"27312",1990,"68","60-74",6,9,11756
"27313",1990,"68","75 and more",1,1,12
"27314",1990,"68","75 and more",1,2,60
"27315",1990,"68","75 and more",1,3,20
"27316",1990,"68","75 and more",1,4,16
"27317",1990,"68","75 and more",1,5,8
"27318",1990,"68","75 and more",1,6,4
"27319",1990,"68","75 and more",5,8,29209
"27320",1990,"68","75 and more",6,9,5868
"27321",1990,"68","<15",1,4,4
"27322",1990,"68","<15",1,5,32
"27323",1990,"68","<15",1,6,40
"27324",1990,"68","<15",2,5,4
"27325",1990,"68","<15",2,6,4
"27326",1990,"68","<15",3,9,6673
"27327",1990,"68","<15",6,9,130940
"27328",1990,"68",NA,1,1,16
"27329",1990,"68",NA,1,2,8
"27330",1990,"68",NA,1,3,4
"27331",1990,"68",NA,1,5,4
"27332",1990,"68",NA,1,6,4
"27333",1990,"68",NA,5,8,3352
"27334",1990,"68",NA,6,9,548
"27335",1990,"69","15-29",1,1,1856
"27336",1990,"69","15-29",1,2,5711
"27337",1990,"69","15-29",1,3,15412
"27338",1990,"69","15-29",1,4,39920
"27339",1990,"69","15-29",1,5,59672
"27340",1990,"69","15-29",1,6,59517
"27341",1990,"69","15-29",2,1,4
"27342",1990,"69","15-29",2,2,360
"27343",1990,"69","15-29",2,3,672
"27344",1990,"69","15-29",2,4,2804
"27345",1990,"69","15-29",2,5,10132
"27346",1990,"69","15-29",2,6,9156
"27347",1990,"69","15-29",2,9,4272
"27348",1990,"69","15-29",3,9,141367
"27349",1990,"69","15-29",4,9,6102
"27350",1990,"69","15-29",5,8,8
"27351",1990,"69","15-29",6,9,16745
"27352",1990,"69","30-44",1,1,4308
"27353",1990,"69","30-44",1,2,20944
"27354",1990,"69","30-44",1,3,45776
"27355",1990,"69","30-44",1,4,67000
"27356",1990,"69","30-44",1,5,66557
"27357",1990,"69","30-44",1,6,63885
"27358",1990,"69","30-44",2,1,32
"27359",1990,"69","30-44",2,2,700
"27360",1990,"69","30-44",2,3,1056
"27361",1990,"69","30-44",2,4,3080
"27362",1990,"69","30-44",2,5,7189
"27363",1990,"69","30-44",2,6,8036
"27364",1990,"69","30-44",2,9,1024
"27365",1990,"69","30-44",3,9,1218
"27366",1990,"69","30-44",5,8,752
"27367",1990,"69","30-44",6,9,41359
"27368",1990,"69","45-59",1,1,5268
"27369",1990,"69","45-59",1,2,18982
"27370",1990,"69","45-59",1,3,26708
"27371",1990,"69","45-59",1,4,36864
"27372",1990,"69","45-59",1,5,37089
"27373",1990,"69","45-59",1,6,44861
"27374",1990,"69","45-59",2,1,16
"27375",1990,"69","45-59",2,2,636
"27376",1990,"69","45-59",2,3,868
"27377",1990,"69","45-59",2,4,1736
"27378",1990,"69","45-59",2,5,3920
"27379",1990,"69","45-59",2,6,6141
"27380",1990,"69","45-59",2,9,304
"27381",1990,"69","45-59",5,8,15517
"27382",1990,"69","45-59",6,9,44468
"27383",1990,"69","60-74",1,1,1220
"27384",1990,"69","60-74",1,2,3088
"27385",1990,"69","60-74",1,3,2332
"27386",1990,"69","60-74",1,4,1868
"27387",1990,"69","60-74",1,5,2720
"27388",1990,"69","60-74",1,6,1876
"27389",1990,"69","60-74",2,1,8
"27390",1990,"69","60-74",2,2,32
"27391",1990,"69","60-74",2,3,56
"27392",1990,"69","60-74",2,4,100
"27393",1990,"69","60-74",2,5,276
"27394",1990,"69","60-74",2,6,464
"27395",1990,"69","60-74",2,9,40
"27396",1990,"69","60-74",5,8,128192
"27397",1990,"69","60-74",6,9,22368
"27398",1990,"69","75 and more",1,1,76
"27399",1990,"69","75 and more",1,2,204
"27400",1990,"69","75 and more",1,3,60
"27401",1990,"69","75 and more",1,4,88
"27402",1990,"69","75 and more",1,5,72
"27403",1990,"69","75 and more",1,6,44
"27404",1990,"69","75 and more",2,6,8
"27405",1990,"69","75 and more",5,8,67708
"27406",1990,"69","75 and more",6,9,12044
"27407",1990,"69","<15",1,1,4
"27408",1990,"69","<15",1,4,4
"27409",1990,"69","<15",1,5,56
"27410",1990,"69","<15",1,6,92
"27411",1990,"69","<15",2,5,8
"27412",1990,"69","<15",2,9,4
"27413",1990,"69","<15",3,9,15881
"27414",1990,"69","<15",6,9,290052
"27415",1990,"69",NA,1,1,24
"27416",1990,"69",NA,1,2,28
"27417",1990,"69",NA,1,3,20
"27418",1990,"69",NA,1,4,4
"27419",1990,"69",NA,1,5,8
"27420",1990,"69",NA,1,6,8
"27421",1990,"69",NA,2,4,4
"27422",1990,"69",NA,5,8,7536
"27423",1990,"69",NA,6,9,912
"27424",1990,"70","15-29",1,1,856
"27425",1990,"70","15-29",1,2,660
"27426",1990,"70","15-29",1,3,552
"27427",1990,"70","15-29",1,4,2804
"27428",1990,"70","15-29",1,5,6832
"27429",1990,"70","15-29",1,6,10930
"27430",1990,"70","15-29",2,1,4
"27431",1990,"70","15-29",2,2,44
"27432",1990,"70","15-29",2,3,16
"27433",1990,"70","15-29",2,4,176
"27434",1990,"70","15-29",2,5,1772
"27435",1990,"70","15-29",2,6,1412
"27436",1990,"70","15-29",2,9,1144
"27437",1990,"70","15-29",3,9,16476
"27438",1990,"70","15-29",4,9,1316
"27439",1990,"70","15-29",6,9,3384
"27440",1990,"70","30-44",1,1,2232
"27441",1990,"70","30-44",1,2,2929
"27442",1990,"70","30-44",1,3,2736
"27443",1990,"70","30-44",1,4,7748
"27444",1990,"70","30-44",1,5,8472
"27445",1990,"70","30-44",1,6,15116
"27446",1990,"70","30-44",2,1,16
"27447",1990,"70","30-44",2,2,92
"27448",1990,"70","30-44",2,3,52
"27449",1990,"70","30-44",2,4,184
"27450",1990,"70","30-44",2,5,1204
"27451",1990,"70","30-44",2,6,2008
"27452",1990,"70","30-44",2,9,164
"27453",1990,"70","30-44",3,9,48
"27454",1990,"70","30-44",5,8,104
"27455",1990,"70","30-44",6,9,7441
"27456",1990,"70","45-59",1,1,2772
"27457",1990,"70","45-59",1,2,2464
"27458",1990,"70","45-59",1,3,1332
"27459",1990,"70","45-59",1,4,3672
"27460",1990,"70","45-59",1,5,3776
"27461",1990,"70","45-59",1,6,6705
"27462",1990,"70","45-59",2,1,20
"27463",1990,"70","45-59",2,2,92
"27464",1990,"70","45-59",2,3,56
"27465",1990,"70","45-59",2,4,116
"27466",1990,"70","45-59",2,5,468
"27467",1990,"70","45-59",2,6,1348
"27468",1990,"70","45-59",2,9,64
"27469",1990,"70","45-59",5,8,3604
"27470",1990,"70","45-59",6,9,7868
"27471",1990,"70","60-74",1,1,432
"27472",1990,"70","60-74",1,2,388
"27473",1990,"70","60-74",1,3,140
"27474",1990,"70","60-74",1,4,188
"27475",1990,"70","60-74",1,5,224
"27476",1990,"70","60-74",1,6,148
"27477",1990,"70","60-74",2,1,16
"27478",1990,"70","60-74",2,2,8
"27479",1990,"70","60-74",2,3,4
"27480",1990,"70","60-74",2,4,4
"27481",1990,"70","60-74",2,5,28
"27482",1990,"70","60-74",2,6,16
"27483",1990,"70","60-74",2,9,4
"27484",1990,"70","60-74",5,8,23192
"27485",1990,"70","60-74",6,9,4936
"27486",1990,"70","75 and more",1,1,16
"27487",1990,"70","75 and more",1,2,32
"27488",1990,"70","75 and more",1,3,4
"27489",1990,"70","75 and more",1,4,28
"27490",1990,"70","75 and more",1,6,16
"27491",1990,"70","75 and more",5,8,13080
"27492",1990,"70","75 and more",6,9,2884
"27493",1990,"70","<15",1,5,16
"27494",1990,"70","<15",1,6,24
"27495",1990,"70","<15",2,6,8
"27496",1990,"70","<15",2,9,12
"27497",1990,"70","<15",3,9,2809
"27498",1990,"70","<15",6,9,46571
"27499",1990,"70",NA,1,1,4
"27500",1990,"70",NA,1,2,4
"27501",1990,"70",NA,1,4,8
"27502",1990,"70",NA,1,5,4
"27503",1990,"70",NA,5,8,1476
"27504",1990,"70",NA,6,9,312
"27505",1990,"71","15-29",1,1,2316
"27506",1990,"71","15-29",1,2,1944
"27507",1990,"71","15-29",1,3,1368
"27508",1990,"71","15-29",1,4,7988
"27509",1990,"71","15-29",1,5,16704
"27510",1990,"71","15-29",1,6,25996
"27511",1990,"71","15-29",2,1,12
"27512",1990,"71","15-29",2,2,80
"27513",1990,"71","15-29",2,3,92
"27514",1990,"71","15-29",2,4,588
"27515",1990,"71","15-29",2,5,4572
"27516",1990,"71","15-29",2,6,3880
"27517",1990,"71","15-29",2,9,2248
"27518",1990,"71","15-29",3,9,38662
"27519",1990,"71","15-29",4,9,2801
"27520",1990,"71","15-29",6,9,6648
"27521",1990,"71","30-44",1,1,5268
"27522",1990,"71","30-44",1,2,8582
"27523",1990,"71","30-44",1,3,7704
"27524",1990,"71","30-44",1,4,18560
"27525",1990,"71","30-44",1,5,21369
"27526",1990,"71","30-44",1,6,32566
"27527",1990,"71","30-44",2,1,44
"27528",1990,"71","30-44",2,2,184
"27529",1990,"71","30-44",2,3,148
"27530",1990,"71","30-44",2,4,568
"27531",1990,"71","30-44",2,5,3020
"27532",1990,"71","30-44",2,6,3969
"27533",1990,"71","30-44",2,9,420
"27534",1990,"71","30-44",3,9,140
"27535",1990,"71","30-44",4,9,2
"27536",1990,"71","30-44",5,8,176
"27537",1990,"71","30-44",6,9,16248
"27538",1990,"71","45-59",1,1,7780
"27539",1990,"71","45-59",1,2,7039
"27540",1990,"71","45-59",1,3,4440
"27541",1990,"71","45-59",1,4,8960
"27542",1990,"71","45-59",1,5,10644
"27543",1990,"71","45-59",1,6,15213
"27544",1990,"71","45-59",2,1,36
"27545",1990,"71","45-59",2,2,236
"27546",1990,"71","45-59",2,3,108
"27547",1990,"71","45-59",2,4,484
"27548",1990,"71","45-59",2,5,1620
"27549",1990,"71","45-59",2,6,2596
"27550",1990,"71","45-59",2,9,152
"27551",1990,"71","45-59",5,8,10312
"27552",1990,"71","45-59",6,9,20704
"27553",1990,"71","60-74",1,1,1248
"27554",1990,"71","60-74",1,2,927
"27555",1990,"71","60-74",1,3,352
"27556",1990,"71","60-74",1,4,356
"27557",1990,"71","60-74",1,5,724
"27558",1990,"71","60-74",1,6,457
"27559",1990,"71","60-74",2,3,8
"27560",1990,"71","60-74",2,4,16
"27561",1990,"71","60-74",2,5,88
"27562",1990,"71","60-74",2,6,104
"27563",1990,"71","60-74",2,9,13
"27564",1990,"71","60-74",5,8,63209
"27565",1990,"71","60-74",6,9,13380
"27566",1990,"71","75 and more",1,1,56
"27567",1990,"71","75 and more",1,2,76
"27568",1990,"71","75 and more",1,3,12
"27569",1990,"71","75 and more",1,4,56
"27570",1990,"71","75 and more",1,5,4
"27571",1990,"71","75 and more",1,6,4
"27572",1990,"71","75 and more",5,8,33680
"27573",1990,"71","75 and more",6,9,8060
"27574",1990,"71","<15",1,1,4
"27575",1990,"71","<15",1,5,16
"27576",1990,"71","<15",1,6,36
"27577",1990,"71","<15",2,5,4
"27578",1990,"71","<15",2,6,12
"27579",1990,"71","<15",2,9,4
"27580",1990,"71","<15",3,9,6392
"27581",1990,"71","<15",6,9,100838
"27582",1990,"71",NA,1,1,8
"27583",1990,"71",NA,1,2,12
"27584",1990,"71",NA,1,4,8
"27585",1990,"71",NA,5,8,3900
"27586",1990,"71",NA,6,9,760
"27587",1990,"72","15-29",1,1,1520
"27588",1990,"72","15-29",1,2,1496
"27589",1990,"72","15-29",1,3,1956
"27590",1990,"72","15-29",1,4,8116
"27591",1990,"72","15-29",1,5,17452
"27592",1990,"72","15-29",1,6,26437
"27593",1990,"72","15-29",2,1,4
"27594",1990,"72","15-29",2,2,68
"27595",1990,"72","15-29",2,3,88
"27596",1990,"72","15-29",2,4,492
"27597",1990,"72","15-29",2,5,4608
"27598",1990,"72","15-29",2,6,4328
"27599",1990,"72","15-29",2,9,1892
"27600",1990,"72","15-29",3,9,40710
"27601",1990,"72","15-29",4,9,2434
"27602",1990,"72","15-29",6,9,4664
"27603",1990,"72","30-44",1,1,4196
"27604",1990,"72","30-44",1,2,7100
"27605",1990,"72","30-44",1,3,7892
"27606",1990,"72","30-44",1,4,17420
"27607",1990,"72","30-44",1,5,23064
"27608",1990,"72","30-44",1,6,32039
"27609",1990,"72","30-44",2,1,52
"27610",1990,"72","30-44",2,2,200
"27611",1990,"72","30-44",2,3,156
"27612",1990,"72","30-44",2,4,532
"27613",1990,"72","30-44",2,5,2808
"27614",1990,"72","30-44",2,6,3940
"27615",1990,"72","30-44",2,9,360
"27616",1990,"72","30-44",3,9,113
"27617",1990,"72","30-44",5,8,248
"27618",1990,"72","30-44",6,9,11469
"27619",1990,"72","45-59",1,1,7380
"27620",1990,"72","45-59",1,2,5212
"27621",1990,"72","45-59",1,3,4145
"27622",1990,"72","45-59",1,4,8012
"27623",1990,"72","45-59",1,5,10740
"27624",1990,"72","45-59",1,6,14744
"27625",1990,"72","45-59",2,1,40
"27626",1990,"72","45-59",2,2,164
"27627",1990,"72","45-59",2,3,96
"27628",1990,"72","45-59",2,4,380
"27629",1990,"72","45-59",2,5,1560
"27630",1990,"72","45-59",2,6,2473
"27631",1990,"72","45-59",2,9,156
"27632",1990,"72","45-59",5,8,7888
"27633",1990,"72","45-59",6,9,14360
"27634",1990,"72","60-74",1,1,680
"27635",1990,"72","60-74",1,2,636
"27636",1990,"72","60-74",1,3,316
"27637",1990,"72","60-74",1,4,304
"27638",1990,"72","60-74",1,5,584
"27639",1990,"72","60-74",1,6,180
"27640",1990,"72","60-74",2,2,12
"27641",1990,"72","60-74",2,3,4
"27642",1990,"72","60-74",2,4,16
"27643",1990,"72","60-74",2,5,124
"27644",1990,"72","60-74",2,6,80
"27645",1990,"72","60-74",2,9,12
"27646",1990,"72","60-74",5,8,55652
"27647",1990,"72","60-74",6,9,7616
"27648",1990,"72","75 and more",1,1,16
"27649",1990,"72","75 and more",1,2,32
"27650",1990,"72","75 and more",1,3,4
"27651",1990,"72","75 and more",1,4,16
"27652",1990,"72","75 and more",1,5,4
"27653",1990,"72","75 and more",2,2,4
"27654",1990,"72","75 and more",5,8,29852
"27655",1990,"72","75 and more",6,9,4284
"27656",1990,"72","<15",1,5,36
"27657",1990,"72","<15",1,6,64
"27658",1990,"72","<15",2,5,4
"27659",1990,"72","<15",2,9,16
"27660",1990,"72","<15",3,9,6308
"27661",1990,"72","<15",6,9,98468
"27662",1990,"72",NA,1,1,4
"27663",1990,"72",NA,5,8,3316
"27664",1990,"72",NA,6,9,456
"27665",1990,"73","15-29",1,1,580
"27666",1990,"73","15-29",1,2,1788
"27667",1990,"73","15-29",1,3,1420
"27668",1990,"73","15-29",1,4,8080
"27669",1990,"73","15-29",1,5,13964
"27670",1990,"73","15-29",1,6,16101
"27671",1990,"73","15-29",2,1,8
"27672",1990,"73","15-29",2,2,68
"27673",1990,"73","15-29",2,3,64
"27674",1990,"73","15-29",2,4,600
"27675",1990,"73","15-29",2,5,2356
"27676",1990,"73","15-29",2,6,1832
"27677",1990,"73","15-29",2,9,540
"27678",1990,"73","15-29",3,9,27009
"27679",1990,"73","15-29",4,9,1499
"27680",1990,"73","15-29",5,8,8
"27681",1990,"73","15-29",6,9,4172
"27682",1990,"73","30-44",1,1,1192
"27683",1990,"73","30-44",1,2,6892
"27684",1990,"73","30-44",1,3,7084
"27685",1990,"73","30-44",1,4,16064
"27686",1990,"73","30-44",1,5,16276
"27687",1990,"73","30-44",1,6,18517
"27688",1990,"73","30-44",2,1,4
"27689",1990,"73","30-44",2,2,180
"27690",1990,"73","30-44",2,3,184
"27691",1990,"73","30-44",2,4,596
"27692",1990,"73","30-44",2,5,1740
"27693",1990,"73","30-44",2,6,1280
"27694",1990,"73","30-44",2,9,100
"27695",1990,"73","30-44",3,9,113
"27696",1990,"73","30-44",5,8,208
"27697",1990,"73","30-44",6,9,10368
"27698",1990,"73","45-59",1,1,2100
"27699",1990,"73","45-59",1,2,5104
"27700",1990,"73","45-59",1,3,3876
"27701",1990,"73","45-59",1,4,7600
"27702",1990,"73","45-59",1,5,7700
"27703",1990,"73","45-59",1,6,9852
"27704",1990,"73","45-59",2,1,12
"27705",1990,"73","45-59",2,2,124
"27706",1990,"73","45-59",2,3,124
"27707",1990,"73","45-59",2,4,280
"27708",1990,"73","45-59",2,5,824
"27709",1990,"73","45-59",2,6,824
"27710",1990,"73","45-59",2,9,16
"27711",1990,"73","45-59",5,8,4696
"27712",1990,"73","45-59",6,9,11608
"27713",1990,"73","60-74",1,1,404
"27714",1990,"73","60-74",1,2,800
"27715",1990,"73","60-74",1,3,360
"27716",1990,"73","60-74",1,4,372
"27717",1990,"73","60-74",1,5,468
"27718",1990,"73","60-74",1,6,352
"27719",1990,"73","60-74",2,2,8
"27720",1990,"73","60-74",2,3,4
"27721",1990,"73","60-74",2,4,12
"27722",1990,"73","60-74",2,5,92
"27723",1990,"73","60-74",2,6,32
"27724",1990,"73","60-74",5,8,31220
"27725",1990,"73","60-74",6,9,7080
"27726",1990,"73","75 and more",1,1,12
"27727",1990,"73","75 and more",1,2,72
"27728",1990,"73","75 and more",1,3,4
"27729",1990,"73","75 and more",1,4,24
"27730",1990,"73","75 and more",1,5,8
"27731",1990,"73","75 and more",5,8,16292
"27732",1990,"73","75 and more",6,9,3700
"27733",1990,"73","<15",1,1,4
"27734",1990,"73","<15",1,4,4
"27735",1990,"73","<15",1,5,8
"27736",1990,"73","<15",1,6,16
"27737",1990,"73","<15",2,6,4
"27738",1990,"73","<15",3,9,3846
"27739",1990,"73","<15",6,9,65791
"27740",1990,"73",NA,1,2,8
"27741",1990,"73",NA,1,4,4
"27742",1990,"73",NA,5,8,1852
"27743",1990,"73",NA,6,9,376
"27744",1990,"74","15-29",1,1,864
"27745",1990,"74","15-29",1,2,2524
"27746",1990,"74","15-29",1,3,3260
"27747",1990,"74","15-29",1,4,13852
"27748",1990,"74","15-29",1,5,23568
"27749",1990,"74","15-29",1,6,32063
"27750",1990,"74","15-29",2,1,4
"27751",1990,"74","15-29",2,2,76
"27752",1990,"74","15-29",2,3,128
"27753",1990,"74","15-29",2,4,752
"27754",1990,"74","15-29",2,5,3704
"27755",1990,"74","15-29",2,6,2468
"27756",1990,"74","15-29",2,9,696
"27757",1990,"74","15-29",3,9,38909
"27758",1990,"74","15-29",4,9,2479
"27759",1990,"74","15-29",6,9,6952
"27760",1990,"74","30-44",1,1,1964
"27761",1990,"74","30-44",1,2,11729
"27762",1990,"74","30-44",1,3,13468
"27763",1990,"74","30-44",1,4,25980
"27764",1990,"74","30-44",1,5,27572
"27765",1990,"74","30-44",1,6,35002
"27766",1990,"74","30-44",2,1,12
"27767",1990,"74","30-44",2,2,220
"27768",1990,"74","30-44",2,3,260
"27769",1990,"74","30-44",2,4,864
"27770",1990,"74","30-44",2,5,2592
"27771",1990,"74","30-44",2,6,2124
"27772",1990,"74","30-44",2,9,172
"27773",1990,"74","30-44",3,9,129
"27774",1990,"74","30-44",5,8,276
"27775",1990,"74","30-44",6,9,17078
"27776",1990,"74","45-59",1,1,2860
"27777",1990,"74","45-59",1,2,9448
"27778",1990,"74","45-59",1,3,6940
"27779",1990,"74","45-59",1,4,11936
"27780",1990,"74","45-59",1,5,12376
"27781",1990,"74","45-59",1,6,20568
"27782",1990,"74","45-59",2,2,180
"27783",1990,"74","45-59",2,3,208
"27784",1990,"74","45-59",2,4,328
"27785",1990,"74","45-59",2,5,1020
"27786",1990,"74","45-59",2,6,1392
"27787",1990,"74","45-59",2,9,64
"27788",1990,"74","45-59",5,8,4896
"27789",1990,"74","45-59",6,9,15620
"27790",1990,"74","60-74",1,1,924
"27791",1990,"74","60-74",1,2,1556
"27792",1990,"74","60-74",1,3,600
"27793",1990,"74","60-74",1,4,720
"27794",1990,"74","60-74",1,5,1004
"27795",1990,"74","60-74",1,6,1004
"27796",1990,"74","60-74",2,2,28
"27797",1990,"74","60-74",2,3,8
"27798",1990,"74","60-74",2,4,28
"27799",1990,"74","60-74",2,5,76
"27800",1990,"74","60-74",2,6,124
"27801",1990,"74","60-74",2,9,4
"27802",1990,"74","60-74",5,8,43796
"27803",1990,"74","60-74",6,9,8752
"27804",1990,"74","75 and more",1,1,36
"27805",1990,"74","75 and more",1,2,136
"27806",1990,"74","75 and more",1,3,8
"27807",1990,"74","75 and more",1,4,4
"27808",1990,"74","75 and more",1,6,20
"27809",1990,"74","75 and more",5,8,20976
"27810",1990,"74","75 and more",6,9,4164
"27811",1990,"74","<15",1,1,4
"27812",1990,"74","<15",1,5,8
"27813",1990,"74","<15",1,6,56
"27814",1990,"74","<15",2,2,4
"27815",1990,"74","<15",2,9,4
"27816",1990,"74","<15",3,9,6504
"27817",1990,"74","<15",6,9,115716
"27818",1990,"74",NA,1,1,12
"27819",1990,"74",NA,1,2,32
"27820",1990,"74",NA,1,3,8
"27821",1990,"74",NA,1,4,8
"27822",1990,"74",NA,1,5,4
"27823",1990,"74",NA,1,6,4
"27824",1990,"74",NA,5,8,2548
"27825",1990,"74",NA,6,9,376
"27826",1990,"75","15-29",1,1,4
"27827",1990,"75","15-29",1,2,7373
"27828",1990,"75","15-29",1,3,74672
"27829",1990,"75","15-29",1,4,72253
"27830",1990,"75","15-29",1,5,89749
"27831",1990,"75","15-29",1,6,36970
"27832",1990,"75","15-29",2,1,20
"27833",1990,"75","15-29",2,2,572
"27834",1990,"75","15-29",2,3,3668
"27835",1990,"75","15-29",2,4,5896
"27836",1990,"75","15-29",2,5,12273
"27837",1990,"75","15-29",2,6,7793
"27838",1990,"75","15-29",2,9,6056
"27839",1990,"75","15-29",3,9,200249
"27840",1990,"75","15-29",4,9,4270
"27841",1990,"75","15-29",5,8,52
"27842",1990,"75","15-29",6,9,18373
"27843",1990,"75","30-44",1,1,136
"27844",1990,"75","30-44",1,2,30421
"27845",1990,"75","30-44",1,3,151689
"27846",1990,"75","30-44",1,4,92262
"27847",1990,"75","30-44",1,5,98263
"27848",1990,"75","30-44",1,6,53995
"27849",1990,"75","30-44",2,1,44
"27850",1990,"75","30-44",2,2,1596
"27851",1990,"75","30-44",2,3,7028
"27852",1990,"75","30-44",2,4,8396
"27853",1990,"75","30-44",2,5,12690
"27854",1990,"75","30-44",2,6,10212
"27855",1990,"75","30-44",2,9,2272
"27856",1990,"75","30-44",3,9,5087
"27857",1990,"75","30-44",5,8,1332
"27858",1990,"75","30-44",6,9,46161
"27859",1990,"75","45-59",1,1,140
"27860",1990,"75","45-59",1,2,28812
"27861",1990,"75","45-59",1,3,83526
"27862",1990,"75","45-59",1,4,48240
"27863",1990,"75","45-59",1,5,61492
"27864",1990,"75","45-59",1,6,42076
"27865",1990,"75","45-59",2,1,20
"27866",1990,"75","45-59",2,2,1572
"27867",1990,"75","45-59",2,3,4552
"27868",1990,"75","45-59",2,4,4560
"27869",1990,"75","45-59",2,5,7425
"27870",1990,"75","45-59",2,6,8852
"27871",1990,"75","45-59",2,9,532
"27872",1990,"75","45-59",5,8,15697
"27873",1990,"75","45-59",6,9,45691
"27874",1990,"75","60-74",1,1,104
"27875",1990,"75","60-74",1,2,8208
"27876",1990,"75","60-74",1,3,15360
"27877",1990,"75","60-74",1,4,6140
"27878",1990,"75","60-74",1,5,9572
"27879",1990,"75","60-74",1,6,3158
"27880",1990,"75","60-74",2,2,188
"27881",1990,"75","60-74",2,3,696
"27882",1990,"75","60-74",2,4,440
"27883",1990,"75","60-74",2,5,1064
"27884",1990,"75","60-74",2,6,964
"27885",1990,"75","60-74",2,9,84
"27886",1990,"75","60-74",5,8,175355
"27887",1990,"75","60-74",6,9,32329
"27888",1990,"75","75 and more",1,1,40
"27889",1990,"75","75 and more",1,2,992
"27890",1990,"75","75 and more",1,3,1068
"27891",1990,"75","75 and more",1,4,368
"27892",1990,"75","75 and more",1,5,680
"27893",1990,"75","75 and more",1,6,193
"27894",1990,"75","75 and more",2,4,4
"27895",1990,"75","75 and more",2,5,4
"27896",1990,"75","75 and more",2,6,8
"27897",1990,"75","75 and more",5,8,128835
"27898",1990,"75","75 and more",6,9,26356
"27899",1990,"75","<15",1,2,4
"27900",1990,"75","<15",1,3,4
"27901",1990,"75","<15",1,4,8
"27902",1990,"75","<15",1,5,80
"27903",1990,"75","<15",1,6,72
"27904",1990,"75","<15",2,6,12
"27905",1990,"75","<15",2,9,4
"27906",1990,"75","<15",3,9,15628
"27907",1990,"75","<15",6,9,292493
"27908",1990,"75",NA,1,2,156
"27909",1990,"75",NA,1,3,172
"27910",1990,"75",NA,1,4,72
"27911",1990,"75",NA,1,5,104
"27912",1990,"75",NA,1,6,16
"27913",1990,"75",NA,2,3,4
"27914",1990,"75",NA,2,5,4
"27915",1990,"75",NA,5,8,13184
"27916",1990,"75",NA,6,9,2004
"27917",1990,"76","15-29",1,1,1520
"27918",1990,"76","15-29",1,2,3050
"27919",1990,"76","15-29",1,3,5940
"27920",1990,"76","15-29",1,4,22848
"27921",1990,"76","15-29",1,5,44317
"27922",1990,"76","15-29",1,6,55466
"27923",1990,"76","15-29",2,1,20
"27924",1990,"76","15-29",2,2,244
"27925",1990,"76","15-29",2,3,184
"27926",1990,"76","15-29",2,4,1428
"27927",1990,"76","15-29",2,5,13420
"27928",1990,"76","15-29",2,6,12080
"27929",1990,"76","15-29",2,9,7076
"27930",1990,"76","15-29",3,9,97239
"27931",1990,"76","15-29",4,9,6216
"27932",1990,"76","15-29",5,8,12
"27933",1990,"76","15-29",6,9,17892
