"","AN_RECENS","DEP_RES_21","AGE_GROUP","TYP_ACT","CSP","test"
"16851",1982,"37","15-29",1,4,9332
"16852",1982,"37","15-29",1,5,20492
"16853",1982,"37","15-29",1,6,26756
"16854",1982,"37","15-29",2,1,40
"16855",1982,"37","15-29",2,2,24
"16856",1982,"37","15-29",2,3,40
"16857",1982,"37","15-29",2,4,596
"16858",1982,"37","15-29",2,5,4412
"16859",1982,"37","15-29",2,6,3660
"16860",1982,"37","15-29",2,9,2376
"16861",1982,"37","15-29",3,9,34516
"16862",1982,"37","15-29",4,9,2580
"16863",1982,"37","15-29",6,9,9848
"16864",1982,"37","30-44",1,1,3792
"16865",1982,"37","30-44",1,2,7324
"16866",1982,"37","30-44",1,3,7416
"16867",1982,"37","30-44",1,4,15716
"16868",1982,"37","30-44",1,5,17852
"16869",1982,"37","30-44",1,6,23308
"16870",1982,"37","30-44",2,1,4
"16871",1982,"37","30-44",2,2,24
"16872",1982,"37","30-44",2,3,64
"16873",1982,"37","30-44",2,4,480
"16874",1982,"37","30-44",2,5,1680
"16875",1982,"37","30-44",2,6,1712
"16876",1982,"37","30-44",2,9,168
"16877",1982,"37","30-44",3,9,276
"16878",1982,"37","30-44",4,9,4
"16879",1982,"37","30-44",6,9,15876
"16880",1982,"37","45-59",1,1,8508
"16881",1982,"37","45-59",1,2,6180
"16882",1982,"37","45-59",1,3,4356
"16883",1982,"37","45-59",1,4,7884
"16884",1982,"37","45-59",1,5,11536
"16885",1982,"37","45-59",1,6,16760
"16886",1982,"37","45-59",2,1,12
"16887",1982,"37","45-59",2,2,68
"16888",1982,"37","45-59",2,3,92
"16889",1982,"37","45-59",2,4,392
"16890",1982,"37","45-59",2,5,1112
"16891",1982,"37","45-59",2,6,1700
"16892",1982,"37","45-59",2,9,104
"16893",1982,"37","45-59",3,9,60
"16894",1982,"37","45-59",5,8,3820
"16895",1982,"37","45-59",6,9,19120
"16896",1982,"37","60-74",1,1,1836
"16897",1982,"37","60-74",1,2,1472
"16898",1982,"37","60-74",1,3,568
"16899",1982,"37","60-74",1,4,620
"16900",1982,"37","60-74",1,5,1248
"16901",1982,"37","60-74",1,6,1036
"16902",1982,"37","60-74",2,1,8
"16903",1982,"37","60-74",2,2,4
"16904",1982,"37","60-74",2,3,8
"16905",1982,"37","60-74",2,4,24
"16906",1982,"37","60-74",2,5,104
"16907",1982,"37","60-74",2,6,120
"16908",1982,"37","60-74",2,9,12
"16909",1982,"37","60-74",3,9,44
"16910",1982,"37","60-74",5,8,44068
"16911",1982,"37","60-74",6,9,9580
"16912",1982,"37","75 and more",1,1,80
"16913",1982,"37","75 and more",1,2,92
"16914",1982,"37","75 and more",1,3,24
"16915",1982,"37","75 and more",1,4,104
"16916",1982,"37","75 and more",1,5,20
"16917",1982,"37","75 and more",1,6,24
"16918",1982,"37","75 and more",2,6,4
"16919",1982,"37","75 and more",3,9,36
"16920",1982,"37","75 and more",5,8,24404
"16921",1982,"37","75 and more",6,9,4908
"16922",1982,"37","<15",1,5,20
"16923",1982,"37","<15",1,6,44
"16924",1982,"37","<15",3,9,6532
"16925",1982,"37","<15",6,9,104568
"16926",1982,"37",NA,1,1,4
"16927",1982,"37",NA,1,2,12
"16928",1982,"37",NA,1,3,4
"16929",1982,"37",NA,1,6,8
"16930",1982,"37",NA,5,8,2932
"16931",1982,"37",NA,6,9,472
"16932",1982,"38","15-29",1,1,1788
"16933",1982,"38","15-29",1,2,4236
"16934",1982,"38","15-29",1,3,4672
"16935",1982,"38","15-29",1,4,19852
"16936",1982,"38","15-29",1,5,33236
"16937",1982,"38","15-29",1,6,47572
"16938",1982,"38","15-29",2,1,12
"16939",1982,"38","15-29",2,2,48
"16940",1982,"38","15-29",2,3,260
"16941",1982,"38","15-29",2,4,1088
"16942",1982,"38","15-29",2,5,6728
"16943",1982,"38","15-29",2,6,5004
"16944",1982,"38","15-29",2,9,4940
"16945",1982,"38","15-29",3,9,72912
"16946",1982,"38","15-29",4,9,4244
"16947",1982,"38","15-29",6,9,21720
"16948",1982,"38","30-44",1,1,3816
"16949",1982,"38","30-44",1,2,15308
"16950",1982,"38","30-44",1,3,18808
"16951",1982,"38","30-44",1,4,36896
"16952",1982,"38","30-44",1,5,30652
"16953",1982,"38","30-44",1,6,47644
"16954",1982,"38","30-44",2,1,12
"16955",1982,"38","30-44",2,2,124
"16956",1982,"38","30-44",2,3,232
"16957",1982,"38","30-44",2,4,1008
"16958",1982,"38","30-44",2,5,3180
"16959",1982,"38","30-44",2,6,3040
"16960",1982,"38","30-44",2,9,436
"16961",1982,"38","30-44",3,9,932
"16962",1982,"38","30-44",4,9,8
"16963",1982,"38","30-44",6,9,36972
"16964",1982,"38","45-59",1,1,8652
"16965",1982,"38","45-59",1,2,11620
"16966",1982,"38","45-59",1,3,9824
"16967",1982,"38","45-59",1,4,17484
"16968",1982,"38","45-59",1,5,18660
"16969",1982,"38","45-59",1,6,36136
"16970",1982,"38","45-59",2,1,20
"16971",1982,"38","45-59",2,2,84
"16972",1982,"38","45-59",2,3,176
"16973",1982,"38","45-59",2,4,592
"16974",1982,"38","45-59",2,5,1524
"16975",1982,"38","45-59",2,6,2668
"16976",1982,"38","45-59",2,9,296
"16977",1982,"38","45-59",3,9,72
"16978",1982,"38","45-59",5,8,6404
"16979",1982,"38","45-59",6,9,39368
"16980",1982,"38","60-74",1,1,2472
"16981",1982,"38","60-74",1,2,2460
"16982",1982,"38","60-74",1,3,916
"16983",1982,"38","60-74",1,4,1176
"16984",1982,"38","60-74",1,5,1720
"16985",1982,"38","60-74",1,6,1620
"16986",1982,"38","60-74",2,1,8
"16987",1982,"38","60-74",2,2,20
"16988",1982,"38","60-74",2,3,16
"16989",1982,"38","60-74",2,4,68
"16990",1982,"38","60-74",2,5,96
"16991",1982,"38","60-74",2,6,236
"16992",1982,"38","60-74",2,9,20
"16993",1982,"38","60-74",3,9,48
"16994",1982,"38","60-74",5,8,65036
"16995",1982,"38","60-74",6,9,16472
"16996",1982,"38","75 and more",1,1,160
"16997",1982,"38","75 and more",1,2,196
"16998",1982,"38","75 and more",1,3,20
"16999",1982,"38","75 and more",1,4,104
"17000",1982,"38","75 and more",1,5,48
"17001",1982,"38","75 and more",1,6,52
"17002",1982,"38","75 and more",2,6,8
"17003",1982,"38","75 and more",3,9,32
"17004",1982,"38","75 and more",5,8,33636
"17005",1982,"38","75 and more",6,9,6260
"17006",1982,"38","<15",1,4,4
"17007",1982,"38","<15",1,6,4
"17008",1982,"38","<15",3,9,12592
"17009",1982,"38","<15",6,9,204900
"17010",1982,"38",NA,1,1,28
"17011",1982,"38",NA,1,2,60
"17012",1982,"38",NA,1,3,12
"17013",1982,"38",NA,1,4,20
"17014",1982,"38",NA,1,5,8
"17015",1982,"38",NA,3,9,12
"17016",1982,"38",NA,5,8,4468
"17017",1982,"38",NA,6,9,760
"17018",1982,"39","15-29",1,1,1272
"17019",1982,"39","15-29",1,2,1060
"17020",1982,"39","15-29",1,3,664
"17021",1982,"39","15-29",1,4,3844
"17022",1982,"39","15-29",1,5,7236
"17023",1982,"39","15-29",1,6,13712
"17024",1982,"39","15-29",2,1,8
"17025",1982,"39","15-29",2,2,12
"17026",1982,"39","15-29",2,3,16
"17027",1982,"39","15-29",2,4,224
"17028",1982,"39","15-29",2,5,1556
"17029",1982,"39","15-29",2,6,1580
"17030",1982,"39","15-29",2,9,1188
"17031",1982,"39","15-29",3,9,14812
"17032",1982,"39","15-29",4,9,1188
"17033",1982,"39","15-29",6,9,4576
"17034",1982,"39","30-44",1,1,2092
"17035",1982,"39","30-44",1,2,3992
"17036",1982,"39","30-44",1,3,2372
"17037",1982,"39","30-44",1,4,6772
"17038",1982,"39","30-44",1,5,7216
"17039",1982,"39","30-44",1,6,13588
"17040",1982,"39","30-44",2,1,8
"17041",1982,"39","30-44",2,2,16
"17042",1982,"39","30-44",2,3,8
"17043",1982,"39","30-44",2,4,140
"17044",1982,"39","30-44",2,5,632
"17045",1982,"39","30-44",2,6,988
"17046",1982,"39","30-44",2,9,68
"17047",1982,"39","30-44",3,9,20
"17048",1982,"39","30-44",6,9,7816
"17049",1982,"39","45-59",1,1,4868
"17050",1982,"39","45-59",1,2,3868
"17051",1982,"39","45-59",1,3,1384
"17052",1982,"39","45-59",1,4,3536
"17053",1982,"39","45-59",1,5,4604
"17054",1982,"39","45-59",1,6,10380
"17055",1982,"39","45-59",2,1,4
"17056",1982,"39","45-59",2,2,16
"17057",1982,"39","45-59",2,3,4
"17058",1982,"39","45-59",2,4,72
"17059",1982,"39","45-59",2,5,260
"17060",1982,"39","45-59",2,6,808
"17061",1982,"39","45-59",2,9,36
"17062",1982,"39","45-59",3,9,8
"17063",1982,"39","45-59",5,8,1952
"17064",1982,"39","45-59",6,9,9672
"17065",1982,"39","60-74",1,1,996
"17066",1982,"39","60-74",1,2,884
"17067",1982,"39","60-74",1,3,188
"17068",1982,"39","60-74",1,4,376
"17069",1982,"39","60-74",1,5,484
"17070",1982,"39","60-74",1,6,708
"17071",1982,"39","60-74",2,5,8
"17072",1982,"39","60-74",2,6,44
"17073",1982,"39","60-74",2,9,4
"17074",1982,"39","60-74",5,8,22592
"17075",1982,"39","60-74",6,9,5176
"17076",1982,"39","75 and more",1,1,68
"17077",1982,"39","75 and more",1,2,44
"17078",1982,"39","75 and more",1,3,4
"17079",1982,"39","75 and more",1,4,52
"17080",1982,"39","75 and more",1,5,16
"17081",1982,"39","75 and more",1,6,12
"17082",1982,"39","75 and more",3,9,20
"17083",1982,"39","75 and more",5,8,11712
"17084",1982,"39","75 and more",6,9,2388
"17085",1982,"39","<15",3,9,3304
"17086",1982,"39","<15",6,9,51360
"17087",1982,"39",NA,1,2,8
"17088",1982,"39",NA,1,4,4
"17089",1982,"39",NA,1,6,4
"17090",1982,"39",NA,5,8,1516
"17091",1982,"39",NA,6,9,292
"17092",1982,"40","15-29",1,1,2172
"17093",1982,"40","15-29",1,2,1356
"17094",1982,"40","15-29",1,3,764
"17095",1982,"40","15-29",1,4,3520
"17096",1982,"40","15-29",1,5,10516
"17097",1982,"40","15-29",1,6,14416
"17098",1982,"40","15-29",2,1,20
"17099",1982,"40","15-29",2,2,12
"17100",1982,"40","15-29",2,3,28
"17101",1982,"40","15-29",2,4,344
"17102",1982,"40","15-29",2,5,2476
"17103",1982,"40","15-29",2,6,1364
"17104",1982,"40","15-29",2,9,1448
"17105",1982,"40","15-29",3,9,16844
"17106",1982,"40","15-29",4,9,1464
"17107",1982,"40","15-29",6,9,6300
"17108",1982,"40","30-44",1,1,3920
"17109",1982,"40","30-44",1,2,4728
"17110",1982,"40","30-44",1,3,3156
"17111",1982,"40","30-44",1,4,7960
"17112",1982,"40","30-44",1,5,9260
"17113",1982,"40","30-44",1,6,12392
"17114",1982,"40","30-44",2,1,4
"17115",1982,"40","30-44",2,2,24
"17116",1982,"40","30-44",2,3,36
"17117",1982,"40","30-44",2,4,204
"17118",1982,"40","30-44",2,5,896
"17119",1982,"40","30-44",2,6,476
"17120",1982,"40","30-44",2,9,84
"17121",1982,"40","30-44",3,9,60
"17122",1982,"40","30-44",6,9,11052
"17123",1982,"40","45-59",1,1,8040
"17124",1982,"40","45-59",1,2,4540
"17125",1982,"40","45-59",1,3,1696
"17126",1982,"40","45-59",1,4,4160
"17127",1982,"40","45-59",1,5,5976
"17128",1982,"40","45-59",1,6,10484
"17129",1982,"40","45-59",2,1,20
"17130",1982,"40","45-59",2,2,40
"17131",1982,"40","45-59",2,3,24
"17132",1982,"40","45-59",2,4,144
"17133",1982,"40","45-59",2,5,500
"17134",1982,"40","45-59",2,6,620
"17135",1982,"40","45-59",2,9,56
"17136",1982,"40","45-59",3,9,16
"17137",1982,"40","45-59",5,8,2840
"17138",1982,"40","45-59",6,9,16144
"17139",1982,"40","60-74",1,1,1224
"17140",1982,"40","60-74",1,2,964
"17141",1982,"40","60-74",1,3,256
"17142",1982,"40","60-74",1,4,380
"17143",1982,"40","60-74",1,5,528
"17144",1982,"40","60-74",1,6,656
"17145",1982,"40","60-74",2,2,4
"17146",1982,"40","60-74",2,3,4
"17147",1982,"40","60-74",2,4,28
"17148",1982,"40","60-74",2,5,48
"17149",1982,"40","60-74",2,6,40
"17150",1982,"40","60-74",2,9,8
"17151",1982,"40","60-74",5,8,32128
"17152",1982,"40","60-74",6,9,6696
"17153",1982,"40","75 and more",1,1,60
"17154",1982,"40","75 and more",1,2,112
"17155",1982,"40","75 and more",1,3,16
"17156",1982,"40","75 and more",1,4,44
"17157",1982,"40","75 and more",1,5,20
"17158",1982,"40","75 and more",1,6,16
"17159",1982,"40","75 and more",2,5,4
"17160",1982,"40","75 and more",3,9,12
"17161",1982,"40","75 and more",5,8,18160
"17162",1982,"40","75 and more",6,9,2588
"17163",1982,"40","<15",2,9,4
"17164",1982,"40","<15",3,9,3460
"17165",1982,"40","<15",6,9,54884
"17166",1982,"40",NA,1,1,12
"17167",1982,"40",NA,1,2,28
"17168",1982,"40",NA,1,4,4
"17169",1982,"40",NA,1,5,4
"17170",1982,"40",NA,1,6,4
"17171",1982,"40",NA,5,8,2240
"17172",1982,"40",NA,6,9,248
"17173",1982,"41","15-29",1,1,1516
"17174",1982,"41","15-29",1,2,1280
"17175",1982,"41","15-29",1,3,764
"17176",1982,"41","15-29",1,4,4428
"17177",1982,"41","15-29",1,5,10724
"17178",1982,"41","15-29",1,6,18632
"17179",1982,"41","15-29",2,1,12
"17180",1982,"41","15-29",2,2,16
"17181",1982,"41","15-29",2,3,20
"17182",1982,"41","15-29",2,4,136
"17183",1982,"41","15-29",2,5,2288
"17184",1982,"41","15-29",2,6,2104
"17185",1982,"41","15-29",2,9,1072
"17186",1982,"41","15-29",3,9,14704
"17187",1982,"41","15-29",4,9,1440
"17188",1982,"41","15-29",6,9,4828
"17189",1982,"41","30-44",1,1,3320
"17190",1982,"41","30-44",1,2,4736
"17191",1982,"41","30-44",1,3,3212
"17192",1982,"41","30-44",1,4,8236
"17193",1982,"41","30-44",1,5,9744
"17194",1982,"41","30-44",1,6,15512
"17195",1982,"41","30-44",2,1,8
"17196",1982,"41","30-44",2,2,20
"17197",1982,"41","30-44",2,3,36
"17198",1982,"41","30-44",2,4,164
"17199",1982,"41","30-44",2,5,752
"17200",1982,"41","30-44",2,6,1056
"17201",1982,"41","30-44",2,9,76
"17202",1982,"41","30-44",3,9,40
"17203",1982,"41","30-44",6,9,7300
"17204",1982,"41","45-59",1,1,7104
"17205",1982,"41","45-59",1,2,4208
"17206",1982,"41","45-59",1,3,1872
"17207",1982,"41","45-59",1,4,3660
"17208",1982,"41","45-59",1,5,6604
"17209",1982,"41","45-59",1,6,11912
"17210",1982,"41","45-59",2,1,12
"17211",1982,"41","45-59",2,2,40
"17212",1982,"41","45-59",2,3,20
"17213",1982,"41","45-59",2,4,164
"17214",1982,"41","45-59",2,5,668
"17215",1982,"41","45-59",2,6,1056
"17216",1982,"41","45-59",2,9,84
"17217",1982,"41","45-59",3,9,4
"17218",1982,"41","45-59",5,8,2300
"17219",1982,"41","45-59",6,9,9544
"17220",1982,"41","60-74",1,1,1448
"17221",1982,"41","60-74",1,2,928
"17222",1982,"41","60-74",1,3,248
"17223",1982,"41","60-74",1,4,356
"17224",1982,"41","60-74",1,5,740
"17225",1982,"41","60-74",1,6,704
"17226",1982,"41","60-74",2,1,4
"17227",1982,"41","60-74",2,4,20
"17228",1982,"41","60-74",2,5,40
"17229",1982,"41","60-74",2,6,96
"17230",1982,"41","60-74",2,9,12
"17231",1982,"41","60-74",3,9,16
"17232",1982,"41","60-74",5,8,31520
"17233",1982,"41","60-74",6,9,4892
"17234",1982,"41","75 and more",1,1,56
"17235",1982,"41","75 and more",1,2,68
"17236",1982,"41","75 and more",1,3,12
"17237",1982,"41","75 and more",1,4,36
"17238",1982,"41","75 and more",1,5,16
"17239",1982,"41","75 and more",1,6,40
"17240",1982,"41","75 and more",3,9,12
"17241",1982,"41","75 and more",5,8,18544
"17242",1982,"41","75 and more",6,9,2164
"17243",1982,"41","<15",1,1,4
"17244",1982,"41","<15",1,5,16
"17245",1982,"41","<15",1,6,12
"17246",1982,"41","<15",3,9,3864
"17247",1982,"41","<15",6,9,59640
"17248",1982,"41",NA,1,1,12
"17249",1982,"41",NA,1,2,12
"17250",1982,"41",NA,1,4,4
"17251",1982,"41",NA,1,5,4
"17252",1982,"41",NA,1,6,4
"17253",1982,"41",NA,5,8,2224
"17254",1982,"41",NA,6,9,204
"17255",1982,"42","15-29",1,1,2044
"17256",1982,"42","15-29",1,2,3280
"17257",1982,"42","15-29",1,3,2360
"17258",1982,"42","15-29",1,4,11808
"17259",1982,"42","15-29",1,5,22480
"17260",1982,"42","15-29",1,6,39652
"17261",1982,"42","15-29",2,1,28
"17262",1982,"42","15-29",2,2,36
"17263",1982,"42","15-29",2,3,92
"17264",1982,"42","15-29",2,4,656
"17265",1982,"42","15-29",2,5,5940
"17266",1982,"42","15-29",2,6,6604
"17267",1982,"42","15-29",2,9,4780
"17268",1982,"42","15-29",3,9,46708
"17269",1982,"42","15-29",4,9,3420
"17270",1982,"42","15-29",6,9,14180
"17271",1982,"42","30-44",1,1,4228
"17272",1982,"42","30-44",1,2,11872
"17273",1982,"42","30-44",1,3,8844
"17274",1982,"42","30-44",1,4,21608
"17275",1982,"42","30-44",1,5,22576
"17276",1982,"42","30-44",1,6,40768
"17277",1982,"42","30-44",2,1,8
"17278",1982,"42","30-44",2,2,68
"17279",1982,"42","30-44",2,3,108
"17280",1982,"42","30-44",2,4,556
"17281",1982,"42","30-44",2,5,2596
"17282",1982,"42","30-44",2,6,3548
"17283",1982,"42","30-44",2,9,252
"17284",1982,"42","30-44",3,9,232
"17285",1982,"42","30-44",4,9,20
"17286",1982,"42","30-44",6,9,25984
"17287",1982,"42","45-59",1,1,8176
"17288",1982,"42","45-59",1,2,10736
"17289",1982,"42","45-59",1,3,5196
"17290",1982,"42","45-59",1,4,12428
"17291",1982,"42","45-59",1,5,15116
"17292",1982,"42","45-59",1,6,31736
"17293",1982,"42","45-59",2,1,32
"17294",1982,"42","45-59",2,2,88
"17295",1982,"42","45-59",2,3,104
"17296",1982,"42","45-59",2,4,564
"17297",1982,"42","45-59",2,5,1980
"17298",1982,"42","45-59",2,6,4228
"17299",1982,"42","45-59",2,9,252
"17300",1982,"42","45-59",3,9,24
"17301",1982,"42","45-59",5,8,7736
"17302",1982,"42","45-59",6,9,33340
"17303",1982,"42","60-74",1,1,1588
"17304",1982,"42","60-74",1,2,2056
"17305",1982,"42","60-74",1,3,596
"17306",1982,"42","60-74",1,4,780
"17307",1982,"42","60-74",1,5,1200
"17308",1982,"42","60-74",1,6,972
"17309",1982,"42","60-74",2,1,4
"17310",1982,"42","60-74",2,2,24
"17311",1982,"42","60-74",2,4,80
"17312",1982,"42","60-74",2,5,160
"17313",1982,"42","60-74",2,6,252
"17314",1982,"42","60-74",2,9,32
"17315",1982,"42","60-74",3,9,8
"17316",1982,"42","60-74",5,8,66168
"17317",1982,"42","60-74",6,9,14272
"17318",1982,"42","75 and more",1,1,52
"17319",1982,"42","75 and more",1,2,164
"17320",1982,"42","75 and more",1,3,20
"17321",1982,"42","75 and more",1,4,60
"17322",1982,"42","75 and more",1,5,20
"17323",1982,"42","75 and more",1,6,24
"17324",1982,"42","75 and more",2,5,8
"17325",1982,"42","75 and more",3,9,8
"17326",1982,"42","75 and more",5,8,33752
"17327",1982,"42","75 and more",6,9,6564
"17328",1982,"42","<15",1,4,4
"17329",1982,"42","<15",1,5,4
"17330",1982,"42","<15",1,6,12
"17331",1982,"42","<15",2,6,4
"17332",1982,"42","<15",2,9,4
"17333",1982,"42","<15",3,9,10120
"17334",1982,"42","<15",6,9,156584
"17335",1982,"42",NA,1,1,12
"17336",1982,"42",NA,1,2,20
"17337",1982,"42",NA,1,3,8
"17338",1982,"42",NA,1,4,20
"17339",1982,"42",NA,1,5,8
"17340",1982,"42",NA,1,6,8
"17341",1982,"42",NA,5,8,4104
"17342",1982,"42",NA,6,9,688
"17343",1982,"43","15-29",1,1,2308
"17344",1982,"43","15-29",1,2,1184
"17345",1982,"43","15-29",1,3,440
"17346",1982,"43","15-29",1,4,3344
"17347",1982,"43","15-29",1,5,5044
"17348",1982,"43","15-29",1,6,10732
"17349",1982,"43","15-29",2,1,4
"17350",1982,"43","15-29",2,2,4
"17351",1982,"43","15-29",2,3,44
"17352",1982,"43","15-29",2,4,160
"17353",1982,"43","15-29",2,5,1392
"17354",1982,"43","15-29",2,6,1040
"17355",1982,"43","15-29",2,9,1508
"17356",1982,"43","15-29",3,9,11740
"17357",1982,"43","15-29",4,9,856
"17358",1982,"43","15-29",6,9,3892
"17359",1982,"43","30-44",1,1,4428
"17360",1982,"43","30-44",1,2,3832
"17361",1982,"43","30-44",1,3,1792
"17362",1982,"43","30-44",1,4,5240
"17363",1982,"43","30-44",1,5,4972
"17364",1982,"43","30-44",1,6,8636
"17365",1982,"43","30-44",2,1,8
"17366",1982,"43","30-44",2,2,20
"17367",1982,"43","30-44",2,3,20
"17368",1982,"43","30-44",2,4,128
"17369",1982,"43","30-44",2,5,476
"17370",1982,"43","30-44",2,6,616
"17371",1982,"43","30-44",2,9,80
"17372",1982,"43","30-44",3,9,68
"17373",1982,"43","30-44",6,9,6192
"17374",1982,"43","45-59",1,1,8252
"17375",1982,"43","45-59",1,2,3732
"17376",1982,"43","45-59",1,3,996
"17377",1982,"43","45-59",1,4,2628
"17378",1982,"43","45-59",1,5,3148
"17379",1982,"43","45-59",1,6,6520
"17380",1982,"43","45-59",2,2,12
"17381",1982,"43","45-59",2,3,12
"17382",1982,"43","45-59",2,4,76
"17383",1982,"43","45-59",2,5,292
"17384",1982,"43","45-59",2,6,628
"17385",1982,"43","45-59",2,9,60
"17386",1982,"43","45-59",3,9,8
"17387",1982,"43","45-59",5,8,2392
"17388",1982,"43","45-59",6,9,8784
"17389",1982,"43","60-74",1,1,1268
"17390",1982,"43","60-74",1,2,764
"17391",1982,"43","60-74",1,3,116
"17392",1982,"43","60-74",1,4,416
"17393",1982,"43","60-74",1,5,264
"17394",1982,"43","60-74",1,6,312
"17395",1982,"43","60-74",2,4,8
"17396",1982,"43","60-74",2,5,24
"17397",1982,"43","60-74",2,6,16
"17398",1982,"43","60-74",5,8,22276
"17399",1982,"43","60-74",6,9,4288
"17400",1982,"43","75 and more",1,1,76
"17401",1982,"43","75 and more",1,2,28
"17402",1982,"43","75 and more",1,3,8
"17403",1982,"43","75 and more",1,4,24
"17404",1982,"43","75 and more",1,6,12
"17405",1982,"43","75 and more",3,9,4
"17406",1982,"43","75 and more",5,8,12372
"17407",1982,"43","75 and more",6,9,2332
"17408",1982,"43","<15",1,1,4
"17409",1982,"43","<15",1,6,4
"17410",1982,"43","<15",3,9,2520
"17411",1982,"43","<15",6,9,39064
"17412",1982,"43",NA,1,1,20
"17413",1982,"43",NA,1,2,4
"17414",1982,"43",NA,1,4,4
"17415",1982,"43",NA,5,8,1656
"17416",1982,"43",NA,6,9,276
"17417",1982,"44","15-29",1,1,4532
"17418",1982,"44","15-29",1,2,3660
"17419",1982,"44","15-29",1,3,4660
"17420",1982,"44","15-29",1,4,17916
"17421",1982,"44","15-29",1,5,40120
"17422",1982,"44","15-29",1,6,48952
"17423",1982,"44","15-29",2,1,96
"17424",1982,"44","15-29",2,2,48
"17425",1982,"44","15-29",2,3,168
"17426",1982,"44","15-29",2,4,1196
"17427",1982,"44","15-29",2,5,10596
"17428",1982,"44","15-29",2,6,7500
"17429",1982,"44","15-29",2,9,5484
"17430",1982,"44","15-29",3,9,67888
"17431",1982,"44","15-29",4,9,5100
"17432",1982,"44","15-29",6,9,19780
"17433",1982,"44","30-44",1,1,8296
"17434",1982,"44","30-44",1,2,13236
"17435",1982,"44","30-44",1,3,16296
"17436",1982,"44","30-44",1,4,32340
"17437",1982,"44","30-44",1,5,34424
"17438",1982,"44","30-44",1,6,42132
"17439",1982,"44","30-44",2,1,28
"17440",1982,"44","30-44",2,2,72
"17441",1982,"44","30-44",2,3,188
"17442",1982,"44","30-44",2,4,928
"17443",1982,"44","30-44",2,5,3672
"17444",1982,"44","30-44",2,6,3752
"17445",1982,"44","30-44",2,9,308
"17446",1982,"44","30-44",3,9,360
"17447",1982,"44","30-44",6,9,38060
"17448",1982,"44","45-59",1,1,16572
"17449",1982,"44","45-59",1,2,11524
"17450",1982,"44","45-59",1,3,8916
"17451",1982,"44","45-59",1,4,16512
"17452",1982,"44","45-59",1,5,20344
"17453",1982,"44","45-59",1,6,29632
"17454",1982,"44","45-59",2,1,44
"17455",1982,"44","45-59",2,2,128
"17456",1982,"44","45-59",2,3,164
"17457",1982,"44","45-59",2,4,632
"17458",1982,"44","45-59",2,5,2296
"17459",1982,"44","45-59",2,6,3304
"17460",1982,"44","45-59",2,9,188
"17461",1982,"44","45-59",3,9,36
"17462",1982,"44","45-59",5,8,8856
"17463",1982,"44","45-59",6,9,44584
"17464",1982,"44","60-74",1,1,2496
"17465",1982,"44","60-74",1,2,2136
"17466",1982,"44","60-74",1,3,840
"17467",1982,"44","60-74",1,4,1204
"17468",1982,"44","60-74",1,5,1584
"17469",1982,"44","60-74",1,6,1068
"17470",1982,"44","60-74",2,2,20
"17471",1982,"44","60-74",2,3,8
"17472",1982,"44","60-74",2,4,48
"17473",1982,"44","60-74",2,5,176
"17474",1982,"44","60-74",2,6,204
"17475",1982,"44","60-74",2,9,20
"17476",1982,"44","60-74",3,9,4
"17477",1982,"44","60-74",5,8,75048
"17478",1982,"44","60-74",6,9,19068
"17479",1982,"44","75 and more",1,1,64
"17480",1982,"44","75 and more",1,2,132
"17481",1982,"44","75 and more",1,3,20
"17482",1982,"44","75 and more",1,4,44
"17483",1982,"44","75 and more",1,5,20
"17484",1982,"44","75 and more",1,6,44
"17485",1982,"44","75 and more",2,5,8
"17486",1982,"44","75 and more",2,6,4
"17487",1982,"44","75 and more",2,9,8
"17488",1982,"44","75 and more",3,9,24
"17489",1982,"44","75 and more",5,8,36884
"17490",1982,"44","75 and more",6,9,7980
"17491",1982,"44","<15",1,2,4
"17492",1982,"44","<15",1,5,8
"17493",1982,"44","<15",1,6,8
"17494",1982,"44","<15",2,9,8
"17495",1982,"44","<15",3,9,13596
"17496",1982,"44","<15",6,9,232124
"17497",1982,"44",NA,1,1,24
"17498",1982,"44",NA,1,2,44
"17499",1982,"44",NA,1,3,4
"17500",1982,"44",NA,1,4,24
"17501",1982,"44",NA,1,5,4
"17502",1982,"44",NA,1,6,4
"17503",1982,"44",NA,5,8,4616
"17504",1982,"44",NA,6,9,848
"17505",1982,"45","15-29",1,1,1324
"17506",1982,"45","15-29",1,2,1780
"17507",1982,"45","15-29",1,3,2700
"17508",1982,"45","15-29",1,4,10960
"17509",1982,"45","15-29",1,5,23800
"17510",1982,"45","15-29",1,6,30912
"17511",1982,"45","15-29",2,1,16
"17512",1982,"45","15-29",2,2,24
"17513",1982,"45","15-29",2,3,64
"17514",1982,"45","15-29",2,4,444
"17515",1982,"45","15-29",2,5,3452
"17516",1982,"45","15-29",2,6,3172
"17517",1982,"45","15-29",2,9,2036
"17518",1982,"45","15-29",3,9,30788
"17519",1982,"45","15-29",4,9,2444
"17520",1982,"45","15-29",6,9,10240
"17521",1982,"45","30-44",1,1,3356
"17522",1982,"45","30-44",1,2,7100
"17523",1982,"45","30-44",1,3,9560
"17524",1982,"45","30-44",1,4,18332
"17525",1982,"45","30-44",1,5,20260
"17526",1982,"45","30-44",1,6,29648
"17527",1982,"45","30-44",2,2,40
"17528",1982,"45","30-44",2,3,80
"17529",1982,"45","30-44",2,4,396
"17530",1982,"45","30-44",2,5,1568
"17531",1982,"45","30-44",2,6,2068
"17532",1982,"45","30-44",2,9,160
