DEP_RES_21,Tranche d'age,AN_RECENS,CSP,TYP_ACT,POND
66,less than 15,1990,6,1,32
66,less than 15,1990,4,1,4
66,75 more,1990,6,1,12
66,75 more,1990,3,1,20
66,75 more,1990,4,1,16
66,60-74,1990,9,2,4
66,less than 15,1990,2,1,4
67,less than 15,1990,9,6,178409
67,15-29,1990,9,3,78045
67,15-29,1990,5,2,6160
67,30-44,1990,9,6,29600
67,30-44,1990,5,2,3889
67,45-59,1990,9,6,37680
67,45-59,1990,6,2,3526
67,45-59,1990,8,5,10712
67,45-59,1990,5,2,2164
67,60-74,1990,8,5,81023
67,60-74,1990,9,6,17901
67,75 more,1990,8,5,43124
67,30-44,1990,3,2,456
67,15-29,1990,3,2,244
67,15-29,1990,4,2,1056
67,30-44,1990,6,1,57713
67,15-29,1990,5,1,41520
67,30-44,1990,3,1,24548
67,30-44,1990,4,1,39333
67,15-29,1990,4,1,20099
67,30-44,1990,5,1,43314
67,30-44,1990,2,1,9296
67,45-59,1990,6,1,31085
67,45-59,1990,3,1,12757
67,45-59,1990,4,1,18561
67,45-59,1990,5,1,18968
67,45-59,1990,2,1,8056
67,60-74,1990,3,1,1224
67,15-29,1990,6,1,56748
67,15-29,1990,6,2,5109
67,15-29,1990,9,6,12000
67,less than 15,1990,9,3,9460
67,15-29,1990,9,2,1728
67,30-44,1990,6,2,4900
67,30-44,1990,8,5,500
67,45-59,1990,4,2,632
67,75 more,1990,9,6,11732
67,15-29,1990,3,1,7080
67,15-29,1990,2,1,2084
67,30-44,1990,1,1,2280
67,60-74,1990,5,1,908
67,60-74,1990,2,1,990
67,45-59,1990,3,2,368
67,30-44,1990,9,3,624
67,15-29,1990,9,4,4619
67,30-44,1990,4,2,1216
67,60-74,1990,6,2,116
67,30-44,1990,9,2,412
67,60-74,1990,4,1,864
67,45-59,1990,2,2,208
67,15-29,1990,2,2,148
67,45-59,1990,1,1,4436
67,30-44,1990,2,2,276
67,45-59,1990,9,2,132
67,60-74,1990,3,2,12
67,75 more,1990,3,1,56
67,60-74,1990,6,1,458
67,75 more,1990,5,1,28
67,60-74,1990,1,1,568
67,60-74,1990,5,2,128
67,less than 15,1990,5,1,28
67,15-29,1990,1,1,904
67,75 more,1990,1,1,36
67,60-74,1990,4,2,28
67,15-29,1990,8,5,4
67,less than 15,1990,6,2,12
67,less than 15,1990,5,2,12
67,15-29,1990,1,2,8
67,30-44,1990,1,2,4
67,45-59,1990,1,2,16
67,60-74,1990,2,2,12
67,less than 15,1990,6,1,100
67,less than 15,1990,4,1,12
67,75 more,1990,4,1,44
67,75 more,1990,6,1,24
67,75 more,1990,2,1,72
68,less than 15,1990,9,6,130940
68,15-29,1990,9,6,9644
68,45-59,1990,8,5,9388
68,less than 15,1990,9,3,6673
68,15-29,1990,9,3,43117
68,15-29,1990,5,2,4740
68,30-44,1990,9,3,228
68,30-44,1990,9,6,23876
68,45-59,1990,9,6,28701
68,60-74,1990,9,6,11756
68,60-74,1990,8,5,60732
68,75 more,1990,8,5,32561
68,75 more,1990,9,6,6416
68,15-29,1990,2,2,156
68,30-44,1990,2,1,6734
68,15-29,1990,5,1,28525
68,15-29,1990,3,1,3528
68,30-44,1990,6,1,44792
68,45-59,1990,3,1,7168
68,15-29,1990,4,1,13968
68,30-44,1990,3,1,13444
68,30-44,1990,5,1,29045
68,30-44,1990,4,1,27680
68,45-59,1990,2,1,5453
68,45-59,1990,6,1,23998
68,45-59,1990,4,1,13108
68,45-59,1990,5,1,12360
68,60-74,1990,2,1,864
68,45-59,1990,6,2,2360
68,45-59,1990,5,2,1404
68,30-44,1990,8,5,360
68,15-29,1990,6,1,41410
68,75 more,1990,2,1,68
68,30-44,1990,4,2,692
68,30-44,1990,6,2,3216
68,30-44,1990,5,2,2724
68,30-44,1990,1,1,1816
68,15-29,1990,6,2,3904
68,15-29,1990,9,4,3052
68,60-74,1990,4,1,588
68,60-74,1990,3,1,648
68,30-44,1990,3,2,264
68,60-74,1990,5,1,588
68,45-59,1990,3,2,176
68,45-59,1990,4,2,372
68,30-44,1990,9,2,96
68,60-74,1990,6,1,604
68,15-29,1990,2,1,1428
68,15-29,1990,9,2,640
68,45-59,1990,1,1,2800
68,less than 15,1990,5,1,32
68,15-29,1990,3,2,112
68,15-29,1990,4,2,456
68,30-44,1990,2,2,192
68,15-29,1990,1,1,844
68,45-59,1990,2,2,164
68,60-74,1990,2,2,16
68,60-74,1990,6,2,132
68,less than 15,1990,6,1,40
68,60-74,1990,5,2,48
68,60-74,1990,1,1,596
68,75 more,1990,3,1,24
68,less than 15,1990,5,2,4
68,less than 15,1990,6,2,4
68,15-29,1990,8,5,12
68,45-59,1990,9,2,12
68,60-74,1990,3,2,16
68,60-74,1990,4,2,20
68,60-74,1990,9,2,8
68,less than 15,1990,4,1,4
68,75 more,1990,6,1,8
68,75 more,1990,1,1,28
68,75 more,1990,5,1,12
68,75 more,1990,4,1,16
68,30-44,1990,1,2,4
69,less than 15,1990,9,6,290052
69,less than 15,1990,9,3,15881
69,15-29,1990,9,3,141367
69,15-29,1990,9,2,4272
69,15-29,1990,9,6,16745
69,15-29,1990,5,2,10132
69,15-29,1990,4,2,2804
69,15-29,1990,9,4,6102
69,15-29,1990,6,2,9156
69,15-29,1990,3,2,672
69,30-44,1990,6,2,8036
69,30-44,1990,5,2,7189
69,30-44,1990,9,3,1218
69,30-44,1990,2,2,700
69,30-44,1990,9,6,41359
69,30-44,1990,4,2,3080
69,45-59,1990,9,6,44468
69,45-59,1990,4,2,1736
69,45-59,1990,5,2,3920
69,45-59,1990,8,5,15517
69,60-74,1990,8,5,128192
69,60-74,1990,9,6,22368
69,75 more,1990,8,5,75244
69,75 more,1990,9,6,12956
69,30-44,1990,3,2,1056
69,45-59,1990,3,2,868
69,15-29,1990,2,2,360
69,30-44,1990,8,5,752
69,30-44,1990,9,2,1024
69,45-59,1990,6,2,6141
69,45-59,1990,2,2,636
69,60-74,1990,6,2,464
69,60-74,1990,5,2,276
69,60-74,1990,4,2,100
69,15-29,1990,4,1,39920
69,15-29,1990,5,1,59672
69,15-29,1990,6,1,59517
69,15-29,1990,3,1,15412
69,30-44,1990,6,1,63885
69,30-44,1990,3,1,45776
69,30-44,1990,5,1,66557
69,30-44,1990,4,1,67000
69,45-59,1990,5,1,37089
69,45-59,1990,6,1,44861
69,60-74,1990,3,1,2332
69,15-29,1990,2,1,5711
69,45-59,1990,4,1,36864
69,45-59,1990,3,1,26708
69,45-59,1990,2,1,18982
69,30-44,1990,2,1,20944
69,15-29,1990,1,1,1856
69,30-44,1990,1,1,4308
69,60-74,1990,5,1,2720
69,45-59,1990,1,1,5268
69,60-74,1990,4,1,1868
69,60-74,1990,1,1,1220
69,60-74,1990,2,1,3088
69,60-74,1990,6,1,1876
69,75 more,1990,2,1,232
69,75 more,1990,4,1,92
69,75 more,1990,5,1,80
69,75 more,1990,1,1,100
69,75 more,1990,3,1,80
69,less than 15,1990,6,1,92
69,60-74,1990,3,2,56
69,75 more,1990,6,1,52
69,less than 15,1990,5,1,56
69,45-59,1990,9,2,304
69,60-74,1990,2,2,32
69,60-74,1990,9,2,40
69,45-59,1990,1,2,16
69,30-44,1990,1,2,32
69,less than 15,1990,5,2,8
69,less than 15,1990,9,2,4
69,15-29,1990,8,5,8
69,60-74,1990,1,2,8
69,75 more,1990,4,2,4
69,75 more,1990,6,2,8
69,less than 15,1990,1,1,4
69,less than 15,1990,4,1,4
69,15-29,1990,1,2,4
70,less than 15,1990,9,6,46571
70,15-29,1990,9,3,16476
70,15-29,1990,6,2,1412
70,60-74,1990,8,5,23192
70,45-59,1990,8,5,3604
70,less than 15,1990,9,3,2809
70,30-44,1990,6,2,2008
70,30-44,1990,9,6,7441
70,45-59,1990,9,6,7868
70,45-59,1990,6,2,1348
70,60-74,1990,9,6,4936
70,75 more,1990,9,6,3196
70,30-44,1990,4,1,7748
70,30-44,1990,6,1,15116
70,45-59,1990,3,1,1332
70,15-29,1990,5,1,6832
70,15-29,1990,6,1,10930
70,15-29,1990,3,1,552
70,15-29,1990,2,1,660
70,30-44,1990,3,1,2736
70,30-44,1990,5,1,8472
70,45-59,1990,5,1,3776
70,15-29,1990,4,1,2804
70,45-59,1990,4,1,3672
70,45-59,1990,1,1,2772
70,45-59,1990,2,1,2464
70,45-59,1990,6,1,6705
70,15-29,1990,5,2,1772
70,15-29,1990,3,2,16
70,15-29,1990,9,6,3384
70,30-44,1990,3,2,52
70,60-74,1990,6,2,16
70,75 more,1990,8,5,14556
70,60-74,1990,3,1,140
70,45-59,1990,4,2,116
70,30-44,1990,2,1,2929
70,30-44,1990,4,2,184
70,60-74,1990,4,1,188
70,15-29,1990,9,2,1144
70,15-29,1990,9,4,1316
70,30-44,1990,5,2,1204
70,60-74,1990,1,1,432
70,30-44,1990,9,3,48
70,30-44,1990,1,1,2232
70,45-59,1990,5,2,468
70,45-59,1990,3,2,56
70,15-29,1990,4,2,176
70,60-74,1990,5,1,224
70,60-74,1990,2,1,388
70,60-74,1990,6,1,148
70,30-44,1990,8,5,104
70,less than 15,1990,6,2,8
70,less than 15,1990,9,2,12
70,30-44,1990,9,2,164
70,30-44,1990,2,2,92
70,45-59,1990,9,2,64
70,60-74,1990,5,2,28
70,less than 15,1990,6,1,24
70,15-29,1990,1,1,856
70,75 more,1990,4,1,36
70,75 more,1990,3,1,4
70,75 more,1990,2,1,36
70,45-59,1990,2,2,92
70,less than 15,1990,5,1,16
70,30-44,1990,1,2,16
70,75 more,1990,6,1,16
70,15-29,1990,2,2,44
70,15-29,1990,1,2,4
70,45-59,1990,1,2,20
70,60-74,1990,3,2,4
70,60-74,1990,2,2,8
70,60-74,1990,1,2,16
70,75 more,1990,1,1,20
70,75 more,1990,5,1,4
70,60-74,1990,9,2,4
70,60-74,1990,4,2,4
71,less than 15,1990,9,6,100838
71,less than 15,1990,9,3,6392
71,15-29,1990,9,3,38662
71,15-29,1990,9,6,6648
71,15-29,1990,5,2,4572
71,15-29,1990,6,2,3880
71,15-29,1990,9,2,2248
71,30-44,1990,5,2,3020
71,30-44,1990,9,6,16248
71,30-44,1990,6,2,3969
71,30-44,1990,2,2,184
71,45-59,1990,5,2,1620
71,45-59,1990,6,2,2596
71,45-59,1990,9,6,20704
71,60-74,1990,8,5,63209
71,75 more,1990,8,5,37580
71,75 more,1990,9,6,8820
71,60-74,1990,9,6,13380
71,15-29,1990,9,4,2801
71,45-59,1990,8,5,10312
71,15-29,1990,4,2,588
71,30-44,1990,9,2,420
71,30-44,1990,4,2,568
71,45-59,1990,4,2,484
71,45-59,1990,2,2,236
71,45-59,1990,9,2,152
71,45-59,1990,3,2,108
71,15-29,1990,6,1,25996
71,15-29,1990,5,1,16704
71,15-29,1990,4,1,7988
71,30-44,1990,6,1,32566
71,30-44,1990,4,1,18560
71,30-44,1990,5,1,21369
71,45-59,1990,2,1,7039
71,45-59,1990,5,1,10644
71,45-59,1990,6,1,15213
71,30-44,1990,3,1,7704
71,30-44,1990,2,1,8582
71,45-59,1990,4,1,8960
71,60-74,1990,4,1,356
71,60-74,1990,3,1,352
71,15-29,1990,3,1,1368
71,45-59,1990,3,1,4440
71,15-29,1990,2,1,1944
71,15-29,1990,1,1,2316
71,30-44,1990,1,1,5268
71,45-59,1990,1,1,7780
71,60-74,1990,6,1,457
71,60-74,1990,2,1,927
71,60-74,1990,1,1,1248
71,60-74,1990,5,1,724
71,75 more,1990,1,1,64
71,45-59,1990,1,2,36
71,60-74,1990,6,2,104
71,60-74,1990,5,2,88
71,less than 15,1990,6,2,12
71,15-29,1990,2,2,80
71,15-29,1990,3,2,92
71,30-44,1990,8,5,176
71,less than 15,1990,6,1,36
71,75 more,1990,2,1,88
71,30-44,1990,3,2,148
71,60-74,1990,9,2,13
71,less than 15,1990,5,1,16
71,30-44,1990,9,3,140
71,75 more,1990,3,1,12
71,75 more,1990,4,1,64
71,60-74,1990,3,2,8
71,60-74,1990,4,2,16
71,30-44,1990,1,2,44
71,less than 15,1990,5,2,4
71,15-29,1990,1,2,12
71,30-44,1990,9,4,2
71,less than 15,1990,1,1,4
71,75 more,1990,6,1,4
71,75 more,1990,5,1,4
71,less than 15,1990,9,2,4
72,less than 15,1990,9,6,98468
72,30-44,1990,5,2,2808
72,60-74,1990,8,5,55652
72,45-59,1990,9,6,14360
72,15-29,1990,9,3,40710
72,15-29,1990,6,2,4328
72,15-29,1990,9,6,4664
72,30-44,1990,9,6,11469
72,45-59,1990,5,2,1560
72,75 more,1990,8,5,33168
72,30-44,1990,6,1,32039
72,15-29,1990,5,1,17452
72,30-44,1990,4,1,17420
72,30-44,1990,5,1,23064
72,30-44,1990,3,1,7892
72,45-59,1990,4,1,8012
72,45-59,1990,3,1,4145
72,less than 15,1990,9,3,6308
72,30-44,1990,3,2,156
72,45-59,1990,8,5,7888
72,30-44,1990,6,2,3940
72,15-29,1990,9,4,2434
72,45-59,1990,4,2,380
72,45-59,1990,6,2,2473
72,60-74,1990,9,6,7616
72,75 more,1990,9,6,4740
72,45-59,1990,2,2,164
72,15-29,1990,5,2,4608
72,45-59,1990,3,2,96
72,60-74,1990,6,1,180
72,15-29,1990,4,1,8116
72,30-44,1990,2,1,7100
72,15-29,1990,6,1,26437
72,30-44,1990,1,1,4196
72,45-59,1990,5,1,10740
72,45-59,1990,6,1,14744
72,45-59,1990,2,1,5212
72,60-74,1990,3,1,316
72,60-74,1990,4,1,304
72,30-44,1990,4,2,532
72,15-29,1990,3,1,1956
72,15-29,1990,2,1,1496
72,15-29,1990,9,2,1892
72,15-29,1990,3,2,88
72,30-44,1990,2,2,200
72,30-44,1990,8,5,248
72,60-74,1990,2,1,636
72,45-59,1990,1,1,7380
72,15-29,1990,4,2,492
72,60-74,1990,5,2,124
72,15-29,1990,1,1,1520
72,30-44,1990,9,2,360
72,60-74,1990,6,2,80
72,60-74,1990,9,2,12
72,45-59,1990,9,2,156
72,60-74,1990,5,1,584
72,less than 15,1990,6,1,64
72,75 more,1990,3,1,4
72,75 more,1990,2,2,4
72,30-44,1990,9,3,113
72,60-74,1990,1,1,680
72,45-59,1990,1,2,40
72,75 more,1990,1,1,20
72,75 more,1990,2,1,32
72,30-44,1990,1,2,52
72,60-74,1990,4,2,16
72,60-74,1990,2,2,12
72,less than 15,1990,5,2,4
72,less than 15,1990,9,2,16
72,15-29,1990,2,2,68
72,15-29,1990,1,2,4
72,less than 15,1990,5,1,36
72,75 more,1990,4,1,16
72,75 more,1990,5,1,4
72,60-74,1990,3,2,4
73,less than 15,1990,9,6,65791
73,less than 15,1990,9,3,3846
73,15-29,1990,9,3,27009
73,15-29,1990,6,2,1832
73,15-29,1990,9,4,1499
73,15-29,1990,9,6,4172
73,15-29,1990,5,2,2356
73,15-29,1990,9,2,540
73,30-44,1990,4,2,596
73,30-44,1990,9,6,10368
73,30-44,1990,6,2,1280
73,30-44,1990,5,2,1740
73,45-59,1990,9,6,11608
73,45-59,1990,5,2,824
73,45-59,1990,8,5,4696
73,60-74,1990,8,5,31220
73,75 more,1990,8,5,18144
73,75 more,1990,9,6,4076
73,45-59,1990,2,2,124
73,60-74,1990,9,6,7080
73,30-44,1990,3,2,184
73,45-59,1990,4,2,280
73,15-29,1990,4,2,600
73,30-44,1990,8,5,208
73,30-44,1990,2,2,180
73,45-59,1990,3,2,124
73,45-59,1990,6,2,824
73,15-29,1990,6,1,16101
73,15-29,1990,5,1,13964
73,30-44,1990,4,1,16064
73,30-44,1990,3,1,7084
73,30-44,1990,5,1,16276
73,30-44,1990,6,1,18517
73,15-29,1990,4,1,8080
73,30-44,1990,2,1,6892
73,45-59,1990,5,1,7700
73,15-29,1990,3,1,1420
73,45-59,1990,3,1,3876
73,45-59,1990,4,1,7600
73,45-59,1990,6,1,9852
73,15-29,1990,2,1,1788
73,45-59,1990,2,1,5104
73,15-29,1990,1,1,580
73,30-44,1990,1,1,1192
73,45-59,1990,1,1,2100
73,60-74,1990,6,1,352
73,60-74,1990,2,1,800
73,60-74,1990,3,1,360
73,60-74,1990,5,1,468
73,75 more,1990,2,1,80
73,75 more,1990,1,1,12
73,60-74,1990,4,1,372
73,30-44,1990,9,3,113
73,60-74,1990,1,1,404
73,60-74,1990,5,2,92
73,15-29,1990,1,2,8
73,15-29,1990,3,2,64
73,less than 15,1990,5,1,8
73,30-44,1990,9,2,100
73,60-74,1990,6,2,32
73,less than 15,1990,6,2,4
73,15-29,1990,2,2,68
73,15-29,1990,8,5,8
73,45-59,1990,1,2,12
73,60-74,1990,2,2,8
73,60-74,1990,4,2,12
73,45-59,1990,9,2,16
73,60-74,1990,3,2,4
73,less than 15,1990,1,1,4
73,less than 15,1990,6,1,16
73,less than 15,1990,4,1,4
73,75 more,1990,4,1,28
73,75 more,1990,5,1,8
73,75 more,1990,3,1,4
73,30-44,1990,1,2,4
74,less than 15,1990,9,6,115716
74,less than 15,1990,9,3,6504
74,15-29,1990,9,3,38909
74,15-29,1990,4,2,752
74,15-29,1990,9,6,6952
74,15-29,1990,5,2,3704
74,15-29,1990,6,2,2468
74,30-44,1990,9,6,17078
74,30-44,1990,5,2,2592
74,45-59,1990,6,2,1392
74,45-59,1990,5,2,1020
74,45-59,1990,3,2,208
74,60-74,1990,8,5,43796
74,75 more,1990,8,5,23524
74,75 more,1990,9,6,4540
74,45-59,1990,9,6,15620
74,60-74,1990,9,6,8752
74,30-44,1990,6,2,2124
74,45-59,1990,8,5,4896
74,45-59,1990,4,2,328
74,15-29,1990,9,4,2479
74,30-44,1990,4,2,864
74,30-44,1990,8,5,276
74,30-44,1990,9,2,172
74,45-59,1990,2,2,180
74,less than 15,1990,2,2,4
74,15-29,1990,5,1,23568
74,15-29,1990,6,1,32063
74,15-29,1990,4,1,13852
74,15-29,1990,2,1,2524
74,30-44,1990,5,1,27572
74,30-44,1990,6,1,35002
74,30-44,1990,4,1,25980
74,30-44,1990,3,1,13468
74,45-59,1990,3,1,6940
74,45-59,1990,5,1,12376
74,30-44,1990,2,1,11729
74,45-59,1990,6,1,20568
74,45-59,1990,4,1,11936
74,15-29,1990,3,1,3260
74,30-44,1990,1,1,1964
74,45-59,1990,2,1,9448
74,60-74,1990,6,1,1004
74,60-74,1990,5,1,1004
74,less than 15,1990,6,1,56
74,15-29,1990,1,1,864
74,45-59,1990,1,1,2860
74,60-74,1990,2,1,1556
74,60-74,1990,4,1,720
74,60-74,1990,3,1,600
74,60-74,1990,1,1,924
74,75 more,1990,1,1,48
74,75 more,1990,2,1,168
74,75 more,1990,6,1,24
74,15-29,1990,9,2,696
74,30-44,1990,2,2,220
74,60-74,1990,4,2,28
74,15-29,1990,2,2,76
74,60-74,1990,2,2,28
74,30-44,1990,9,3,129
74,15-29,1990,3,2,128
74,30-44,1990,3,2,260
74,60-74,1990,5,2,76
74,30-44,1990,1,2,12
74,45-59,1990,9,2,64
74,75 more,1990,3,1,16
74,60-74,1990,3,2,8
74,less than 15,1990,5,1,8
74,less than 15,1990,9,2,4
74,15-29,1990,1,2,4
74,60-74,1990,6,2,124
74,less than 15,1990,1,1,4
74,75 more,1990,4,1,12
74,75 more,1990,5,1,4
74,60-74,1990,9,2,4
75,less than 15,1990,9,6,292493
75,less than 15,1990,9,3,15628
75,15-29,1990,9,3,200249
75,15-29,1990,6,2,7793
75,30-44,1990,3,2,7028
75,30-44,1990,9,6,46161
75,45-59,1990,9,6,45691
75,60-74,1990,8,5,175355
75,15-29,1990,4,2,5896
75,75 more,1990,8,5,142019
75,15-29,1990,9,2,6056
75,45-59,1990,8,5,15697
75,30-44,1990,4,2,8396
75,15-29,1990,9,4,4270
75,15-29,1990,5,2,12273
75,15-29,1990,9,6,18373
75,30-44,1990,8,5,1332
75,30-44,1990,5,2,12690
75,45-59,1990,6,2,8852
75,45-59,1990,5,2,7425
75,45-59,1990,3,2,4552
75,45-59,1990,2,2,1572
75,60-74,1990,9,6,32329
75,75 more,1990,9,6,28360
75,30-44,1990,3,1,151689
75,15-29,1990,5,1,89749
75,15-29,1990,4,1,72253
75,15-29,1990,3,1,74672
75,30-44,1990,5,1,98263
75,30-44,1990,4,1,92262
75,45-59,1990,3,1,83526
75,45-59,1990,5,1,61492
75,15-29,1990,6,1,36970
75,30-44,1990,2,1,30421
75,30-44,1990,6,1,53995
75,45-59,1990,4,1,48240
75,45-59,1990,2,1,28812
75,45-59,1990,6,1,42076
75,60-74,1990,2,1,8208
75,60-74,1990,3,1,15360
75,60-74,1990,5,1,9572
75,60-74,1990,4,1,6140
75,60-74,1990,6,1,3158
75,15-29,1990,3,2,3668
75,30-44,1990,6,2,10212
75,30-44,1990,9,2,2272
75,30-44,1990,9,3,5087
75,45-59,1990,4,2,4560
75,45-59,1990,9,2,532
75,60-74,1990,5,2,1064
75,60-74,1990,4,2,440
75,60-74,1990,6,2,964
75,30-44,1990,1,1,136
75,60-74,1990,1,1,104
75,15-29,1990,2,1,7373
75,45-59,1990,1,1,140
75,75 more,1990,3,1,1240
75,75 more,1990,2,1,1148
75,75 more,1990,6,1,209
75,75 more,1990,5,1,784
75,15-29,1990,2,2,572
75,60-74,1990,3,2,696
75,15-29,1990,1,1,4
75,75 more,1990,4,1,440
75,30-44,1990,2,2,1596
75,60-74,1990,2,2,188
75,less than 15,1990,5,1,80
75,75 more,1990,1,1,40
75,less than 15,1990,6,1,72
75,15-29,1990,8,5,52
75,60-74,1990,9,2,84
75,30-44,1990,1,2,44
75,45-59,1990,1,2,20
75,less than 15,1990,6,2,12
75,15-29,1990,1,2,20
75,75 more,1990,3,2,4
75,75 more,1990,5,2,8
75,less than 15,1990,4,1,8
75,less than 15,1990,3,1,4
75,75 more,1990,6,2,8
75,75 more,1990,4,2,4
75,less than 15,1990,9,2,4
75,less than 15,1990,2,1,4
76,less than 15,1990,9,6,253013
76,15-29,1990,9,3,97239
76,15-29,1990,5,2,13420
76,15-29,1990,9,6,17892
76,60-74,1990,9,6,19812
76,30-44,1990,9,6,38847
76,less than 15,1990,9,3,13996
76,45-59,1990,9,6,41313
76,45-59,1990,3,2,424
76,45-59,1990,8,5,15897
76,60-74,1990,8,5,110170
76,75 more,1990,8,5,59564
76,15-29,1990,6,1,55466
76,15-29,1990,5,1,44317
76,15-29,1990,4,1,22848
76,15-29,1990,3,1,5940
76,45-59,1990,3,1,11980
76,30-44,1990,3,1,21584
76,30-44,1990,6,1,71967
76,30-44,1990,4,1,47924
76,30-44,1990,5,1,51424
76,30-44,1990,2,1,14653
76,45-59,1990,6,1,33629
76,45-59,1990,4,1,21960
76,45-59,1990,5,1,23980
76,45-59,1990,2,1,12080
76,60-74,1990,4,1,1052
76,15-29,1990,9,4,6216
76,15-29,1990,6,2,12080
76,30-44,1990,6,2,12397
76,45-59,1990,6,2,7100
76,75 more,1990,9,6,12228
76,30-44,1990,5,2,8837
76,30-44,1990,3,2,440
76,15-29,1990,9,2,7076
76,30-44,1990,4,2,1768
76,45-59,1990,2,2,488
76,45-59,1990,4,2,1260
76,45-59,1990,5,2,3812
76,60-74,1990,6,2,216
76,60-74,1990,5,2,284
76,60-74,1990,2,1,1856
76,15-29,1990,1,1,1520
76,60-74,1990,3,1,908
76,15-29,1990,2,1,3050
76,60-74,1990,1,1,1468
76,60-74,1990,5,1,1712
76,15-29,1990,4,2,1428
76,30-44,1990,8,5,628
76,75 more,1990,2,1,130
76,30-44,1990,2,2,640
76,45-59,1990,1,1,7316
76,60-74,1990,6,1,732
76,30-44,1990,9,3,415
76,30-44,1990,1,1,3860
76,15-29,1990,3,2,184
76,15-29,1990,2,2,244
76,30-44,1990,9,2,948
76,60-74,1990,4,2,48
76,75 more,1990,4,1,44
76,75 more,1990,5,1,20
76,45-59,1990,9,2,372
76,75 more,1990,3,1,32
76,45-59,1990,1,2,80
76,60-74,1990,3,2,28
76,less than 15,1990,5,1,36
76,less than 15,1990,6,2,12
76,75 more,1990,6,1,21
76,less than 15,1990,5,2,12
76,less than 15,1990,6,1,124
76,60-74,1990,2,2,28
76,less than 15,1990,9,2,12
76,15-29,1990,1,2,20
76,15-29,1990,8,5,12
76,30-44,1990,1,2,28
76,60-74,1990,1,2,4
76,60-74,1990,9,2,8
76,75 more,1990,1,1,100
77,less than 15,1990,9,6,248306
77,15-29,1990,9,3,84294
77,75 more,1990,8,5,42386
77,60-74,1990,8,5,69145
77,60-74,1990,9,6,10920
77,30-44,1990,5,2,5956
77,15-29,1990,9,6,12709
77,15-29,1990,9,4,4076
77,15-29,1990,5,2,7145
77,30-44,1990,9,6,31325
77,30-44,1990,2,2,448
77,45-59,1990,9,6,25897
77,45-59,1990,8,5,9760
77,75 more,1990,9,6,7976
77,15-29,1990,6,2,6069
77,30-44,1990,6,1,55658
77,30-44,1990,3,1,33976
77,30-44,1990,4,1,57908
77,45-59,1990,4,1,24348
77,45-59,1990,2,1,11057
77,15-29,1990,5,1,47727
77,30-44,1990,2,1,15483
77,30-44,1990,5,1,64813
77,45-59,1990,3,1,18728
77,15-29,1990,3,1,6100
77,15-29,1990,6,1,46539
77,15-29,1990,4,1,24885
77,45-59,1990,5,1,25949
77,less than 15,1990,9,3,13048
77,15-29,1990,9,2,2961
77,15-29,1990,4,2,1276
77,30-44,1990,6,2,5236
77,30-44,1990,4,2,1932
77,45-59,1990,5,2,2888
77,30-44,1990,8,5,532
77,45-59,1990,6,2,3469
77,30-44,1990,9,2,524
77,45-59,1990,2,2,312
77,45-59,1990,4,2,1100
77,45-59,1990,1,2,16
77,60-74,1990,4,2,52
77,15-29,1990,1,1,484
77,30-44,1990,1,1,1736
77,45-59,1990,1,1,2492
77,45-59,1990,6,1,28919
77,15-29,1990,2,1,3170
77,60-74,1990,5,1,1572
77,60-74,1990,1,1,788
77,60-74,1990,6,1,911
77,60-74,1990,3,1,1116
77,60-74,1990,2,1,1337
77,60-74,1990,4,1,836
77,75 more,1990,2,1,120
77,30-44,1990,3,2,716
77,60-74,1990,5,2,156
77,15-29,1990,3,2,212
77,45-59,1990,3,2,720
77,75 more,1990,5,1,24
77,75 more,1990,6,1,36
77,60-74,1990,3,2,28
77,30-44,1990,9,3,364
77,60-74,1990,6,2,172
77,60-74,1990,2,2,40
77,15-29,1990,2,2,164
77,75 more,1990,4,1,60
77,less than 15,1990,6,1,116
77,less than 15,1990,3,1,8
77,45-59,1990,9,2,104
77,less than 15,1990,6,2,12
77,30-44,1990,1,2,16
77,75 more,1990,6,2,8
77,75 more,1990,3,1,36
77,75 more,1990,1,1,20
77,less than 15,1990,5,1,44
77,less than 15,1990,4,1,4
77,less than 15,1990,9,2,8
77,15-29,1990,8,5,12
77,60-74,1990,9,2,4
78,less than 15,1990,9,6,283057
78,15-29,1990,9,6,13231
78,30-44,1990,9,6,40496
78,60-74,1990,8,5,81114
78,15-29,1990,9,3,118050
78,less than 15,1990,9,3,15624
78,15-29,1990,5,2,6473
78,45-59,1990,9,6,37692
78,45-59,1990,3,2,1536
78,75 more,1990,8,5,44677
78,75 more,1990,9,6,9836
78,30-44,1990,4,2,2552
78,45-59,1990,8,5,14260
78,60-74,1990,9,6,15160
78,45-59,1990,4,1,35460
78,45-59,1990,2,1,13682
78,30-44,1990,5,1,66932
78,30-44,1990,3,1,65372
78,15-29,1990,3,1,15408
78,15-29,1990,6,1,39140
78,15-29,1990,4,1,36004
78,30-44,1990,4,1,70828
78,30-44,1990,2,1,15414
78,45-59,1990,5,1,33844
78,45-59,1990,3,1,44552
78,60-74,1990,3,1,3436
78,15-29,1990,5,1,59173
78,30-44,1990,6,1,45426
78,45-59,1990,6,1,29714
78,60-74,1990,5,1,2084
78,15-29,1990,9,2,2592
78,15-29,1990,9,4,4409
78,15-29,1990,6,2,4905
78,30-44,1990,5,2,5572
78,30-44,1990,9,3,557
78,30-44,1990,2,2,412
78,30-44,1990,6,2,4248
