DEP_RES_21,Tranche d'age,AN_RECENS,CSP,TYP_ACT,POND
61,30-44,1982,2,2,20
61,45-59,1982,2,2,16
61,75 more,1982,9,2,4
61,75 more,1982,6,2,4
61,75 more,1982,6,1,32
61,less than 15,1982,4,1,4
61,60-74,1982,2,1,1148
61,60-74,1982,4,1,352
61,60-74,1982,3,1,204
61,75 more,1982,1,1,176
61,75 more,1982,5,1,24
61,75 more,1982,4,1,32
61,75 more,1982,3,1,16
61,less than 15,1982,9,2,4
61,30-44,1982,9,2,64
61,30-44,1982,9,3,52
61,45-59,1982,9,2,68
61,30-44,1982,3,2,40
61,75 more,1982,2,1,72
61,45-59,1982,3,2,16
61,15-29,1982,1,2,12
61,75 more,1982,9,3,12
61,15-29,1982,2,2,8
61,30-44,1982,1,2,8
61,30-44,1982,9,4,4
61,45-59,1982,9,3,4
61,45-59,1982,1,2,20
61,60-74,1982,9,2,12
61,60-74,1982,2,2,4
61,60-74,1982,4,2,4
61,60-74,1982,9,3,12
61,less than 15,1982,1,1,4
61,less than 15,1982,6,1,8
62,less than 15,1982,9,6,335136
62,15-29,1982,9,6,43600
62,15-29,1982,9,2,15716
62,15-29,1982,9,3,86404
62,15-29,1982,9,4,7868
62,30-44,1982,9,6,65944
62,45-59,1982,9,6,94656
62,60-74,1982,8,5,91432
62,60-74,1982,9,6,51224
62,75 more,1982,9,6,24264
62,30-44,1982,9,3,232
62,30-44,1982,4,1,36408
62,15-29,1982,3,1,3816
62,30-44,1982,3,1,11956
62,15-29,1982,6,1,87680
62,30-44,1982,2,1,13924
62,30-44,1982,6,1,68408
62,45-59,1982,4,1,16424
62,45-59,1982,5,1,19356
62,45-59,1982,2,1,14904
62,less than 15,1982,9,3,20460
62,15-29,1982,6,2,14348
62,15-29,1982,5,2,10008
62,15-29,1982,4,2,896
62,30-44,1982,6,2,6400
62,30-44,1982,5,2,3312
62,75 more,1982,8,5,43604
62,45-59,1982,5,2,1892
62,15-29,1982,3,2,76
62,45-59,1982,9,2,268
62,45-59,1982,8,5,25112
62,45-59,1982,4,2,596
62,45-59,1982,6,2,4456
62,15-29,1982,4,1,20652
62,45-59,1982,6,1,39428
62,15-29,1982,5,1,43756
62,30-44,1982,5,1,34624
62,45-59,1982,3,1,6280
62,15-29,1982,1,1,3484
62,15-29,1982,2,1,4356
62,30-44,1982,1,1,8564
62,45-59,1982,1,1,14692
62,60-74,1982,6,1,1368
62,60-74,1982,5,1,1524
62,60-74,1982,2,1,3048
62,60-74,1982,3,1,596
62,60-74,1982,4,1,1116
62,60-74,1982,1,1,2384
62,75 more,1982,2,1,364
62,75 more,1982,4,1,100
62,15-29,1982,1,2,36
62,30-44,1982,4,2,632
62,30-44,1982,2,2,92
62,60-74,1982,6,2,292
62,30-44,1982,9,2,604
62,75 more,1982,6,1,84
62,45-59,1982,3,2,92
62,60-74,1982,4,2,88
62,60-74,1982,5,2,104
62,30-44,1982,3,2,48
62,45-59,1982,2,2,124
62,45-59,1982,9,3,60
62,less than 15,1982,9,2,12
62,75 more,1982,5,1,56
62,75 more,1982,3,1,24
62,30-44,1982,1,2,8
62,15-29,1982,2,2,32
62,45-59,1982,1,2,16
62,60-74,1982,1,2,4
62,60-74,1982,2,2,16
62,60-74,1982,3,2,8
62,60-74,1982,9,2,28
62,60-74,1982,9,3,20
62,75 more,1982,9,3,16
62,75 more,1982,5,2,8
62,75 more,1982,6,2,8
62,75 more,1982,9,2,4
62,less than 15,1982,1,1,4
62,less than 15,1982,2,1,4
62,less than 15,1982,6,1,8
62,less than 15,1982,5,1,4
62,less than 15,1982,4,1,4
62,75 more,1982,1,1,100
63,less than 15,1982,9,6,118428
63,30-44,1982,9,6,20068
63,15-29,1982,9,3,40972
63,60-74,1982,8,5,49328
63,15-29,1982,9,4,2888
63,15-29,1982,9,6,12528
63,45-59,1982,9,6,24984
63,45-59,1982,8,5,5696
63,45-59,1982,6,2,1304
63,60-74,1982,9,6,11352
63,75 more,1982,8,5,29604
63,75 more,1982,9,6,5852
63,15-29,1982,4,1,10712
63,15-29,1982,6,1,29736
63,30-44,1982,4,1,20600
63,30-44,1982,3,1,8244
63,45-59,1982,2,1,8804
63,45-59,1982,5,1,12688
63,15-29,1982,5,1,21004
63,15-29,1982,3,1,2568
63,30-44,1982,5,1,21500
63,30-44,1982,2,1,9380
63,30-44,1982,6,1,30440
63,45-59,1982,4,1,11100
63,45-59,1982,6,1,22980
63,45-59,1982,3,1,5144
63,60-74,1982,4,1,812
63,60-74,1982,2,1,2232
63,60-74,1982,5,1,948
63,15-29,1982,6,2,3120
63,15-29,1982,5,2,5920
63,15-29,1982,9,2,3364
63,15-29,1982,4,2,720
63,less than 15,1982,9,3,7220
63,30-44,1982,6,2,1636
63,45-59,1982,5,2,1140
63,60-74,1982,3,1,628
63,15-29,1982,3,2,124
63,30-44,1982,5,2,2004
63,75 more,1982,5,2,8
63,30-44,1982,9,2,272
63,30-44,1982,4,2,500
63,30-44,1982,9,3,264
63,45-59,1982,9,2,168
63,60-74,1982,5,2,80
63,45-59,1982,1,1,11336
63,15-29,1982,1,1,2900
63,15-29,1982,2,1,2812
63,30-44,1982,1,1,4828
63,less than 15,1982,6,1,12
63,60-74,1982,6,1,960
63,60-74,1982,1,1,2632
63,75 more,1982,2,1,232
63,75 more,1982,4,1,48
63,75 more,1982,6,1,24
63,45-59,1982,4,2,248
63,45-59,1982,2,2,56
63,60-74,1982,4,2,20
63,30-44,1982,3,2,108
63,60-74,1982,6,2,80
63,45-59,1982,9,3,36
63,45-59,1982,1,2,8
63,60-74,1982,9,3,12
63,75 more,1982,5,1,44
63,30-44,1982,2,2,32
63,15-29,1982,1,2,24
63,15-29,1982,2,2,40
63,45-59,1982,3,2,36
63,30-44,1982,1,2,4
63,60-74,1982,9,2,4
63,60-74,1982,2,2,4
63,75 more,1982,9,3,20
63,75 more,1982,9,2,4
63,less than 15,1982,2,1,12
63,75 more,1982,1,1,152
63,75 more,1982,3,1,16
63,60-74,1982,3,2,4
64,less than 15,1982,9,6,102464
64,15-29,1982,9,3,37524
64,30-44,1982,9,6,21712
64,75 more,1982,8,5,32588
64,60-74,1982,8,5,52236
64,60-74,1982,9,6,15296
64,45-59,1982,9,6,29248
64,45-59,1982,6,2,1328
64,45-59,1982,9,3,56
64,45-59,1982,8,5,4780
64,75 more,1982,9,6,8116
64,15-29,1982,9,6,12012
64,15-29,1982,5,1,18560
64,30-44,1982,3,1,6752
64,30-44,1982,4,1,15724
64,30-44,1982,5,1,18168
64,15-29,1982,6,1,24360
64,15-29,1982,2,1,2684
64,30-44,1982,6,1,20152
64,45-59,1982,5,1,12924
64,45-59,1982,2,1,8148
64,45-59,1982,4,1,10288
64,60-74,1982,3,1,692
64,60-74,1982,4,1,980
64,75 more,1982,2,1,244
64,15-29,1982,6,2,3660
64,less than 15,1982,9,3,6916
64,15-29,1982,9,2,2368
64,15-29,1982,5,2,5328
64,45-59,1982,5,2,1124
64,45-59,1982,4,2,352
64,15-29,1982,4,1,8444
64,15-29,1982,3,1,2036
64,45-59,1982,6,1,17256
64,30-44,1982,2,1,8332
64,45-59,1982,3,1,4804
64,75 more,1982,6,1,56
64,75 more,1982,4,1,100
64,15-29,1982,9,4,2352
64,15-29,1982,4,2,704
64,30-44,1982,1,1,6280
64,60-74,1982,5,1,1272
64,30-44,1982,4,2,488
64,60-74,1982,4,2,20
64,45-59,1982,1,1,11328
64,60-74,1982,2,1,2004
64,30-44,1982,6,2,1152
64,30-44,1982,5,2,1576
64,75 more,1982,9,3,16
64,less than 15,1982,2,1,4
64,60-74,1982,6,1,1080
64,45-59,1982,3,2,88
64,15-29,1982,1,1,3696
64,60-74,1982,5,2,116
64,45-59,1982,9,2,60
64,15-29,1982,3,2,88
64,60-74,1982,1,1,2684
64,30-44,1982,3,2,88
64,60-74,1982,9,2,24
64,60-74,1982,3,2,24
64,30-44,1982,9,3,240
64,60-74,1982,6,2,124
64,75 more,1982,5,1,28
64,30-44,1982,2,2,44
64,15-29,1982,2,2,44
64,30-44,1982,9,2,72
64,60-74,1982,9,3,8
64,15-29,1982,1,2,40
64,75 more,1982,1,1,176
64,45-59,1982,2,2,60
64,less than 15,1982,6,1,28
64,75 more,1982,6,2,8
64,45-59,1982,1,2,12
64,less than 15,1982,5,1,4
64,75 more,1982,3,1,20
64,75 more,1982,9,2,4
65,less than 15,1982,9,6,40600
65,60-74,1982,9,6,6636
65,15-29,1982,9,3,14844
65,45-59,1982,9,6,12156
65,60-74,1982,8,5,21736
65,75 more,1982,8,5,12928
65,15-29,1982,5,1,7196
65,15-29,1982,2,1,1264
65,30-44,1982,6,1,8388
65,30-44,1982,3,1,2680
65,45-59,1982,3,1,1564
65,45-59,1982,4,1,4220
65,60-74,1982,6,1,440
65,30-44,1982,4,1,6772
65,15-29,1982,5,2,2796
65,30-44,1982,9,6,9104
65,15-29,1982,9,6,5436
65,45-59,1982,8,5,2408
65,75 more,1982,9,6,3428
65,30-44,1982,5,2,868
65,45-59,1982,6,1,7324
65,15-29,1982,6,1,8684
65,30-44,1982,5,1,7696
65,45-59,1982,2,1,3868
65,15-29,1982,3,1,632
65,45-59,1982,5,1,5328
65,60-74,1982,4,1,436
65,60-74,1982,5,1,524
65,less than 15,1982,9,3,2764
65,15-29,1982,9,4,968
65,30-44,1982,4,2,168
65,45-59,1982,2,2,16
65,45-59,1982,4,2,148
65,30-44,1982,3,2,36
65,15-29,1982,4,1,3512
65,30-44,1982,2,1,3712
65,45-59,1982,5,2,664
65,45-59,1982,6,2,640
65,45-59,1982,1,1,5492
65,15-29,1982,1,1,1012
65,60-74,1982,1,1,1388
65,15-29,1982,6,2,1520
65,30-44,1982,6,2,540
65,60-74,1982,5,2,48
65,15-29,1982,9,2,1240
65,60-74,1982,2,1,968
65,60-74,1982,3,1,208
65,75 more,1982,4,1,60
65,30-44,1982,1,1,2136
65,75 more,1982,2,1,108
65,60-74,1982,3,2,4
65,15-29,1982,4,2,316
65,45-59,1982,9,3,20
65,75 more,1982,5,1,24
65,75 more,1982,4,2,4
65,15-29,1982,2,2,20
65,30-44,1982,9,2,88
65,45-59,1982,3,2,16
65,30-44,1982,1,2,4
65,45-59,1982,1,2,8
65,60-74,1982,6,2,68
65,60-74,1982,4,2,20
65,30-44,1982,9,3,84
65,45-59,1982,9,2,36
65,60-74,1982,9,2,16
65,less than 15,1982,5,1,4
65,75 more,1982,1,1,80
65,15-29,1982,3,2,28
65,15-29,1982,1,2,8
65,30-44,1982,2,2,8
65,60-74,1982,9,3,16
65,75 more,1982,3,1,8
65,30-44,1982,9,4,4
65,75 more,1982,6,1,4
66,less than 15,1982,9,6,59144
66,15-29,1982,5,2,3252
66,15-29,1982,9,3,19460
66,45-59,1982,8,5,3816
66,45-59,1982,9,6,20984
66,75 more,1982,8,5,19584
66,30-44,1982,9,6,14276
66,30-44,1982,4,2,528
66,45-59,1982,6,2,1320
66,60-74,1982,9,6,13668
66,60-74,1982,8,5,37196
66,75 more,1982,9,6,6764
66,15-29,1982,9,6,9628
66,45-59,1982,6,1,9520
66,60-74,1982,4,1,444
66,30-44,1982,5,1,10248
66,15-29,1982,2,1,2148
66,15-29,1982,6,1,11728
66,30-44,1982,6,1,9664
66,45-59,1982,4,1,4420
66,45-59,1982,5,1,7684
66,60-74,1982,3,1,364
66,75 more,1982,4,1,20
66,45-59,1982,2,1,5368
66,15-29,1982,6,2,2148
66,30-44,1982,5,2,1352
66,less than 15,1982,9,3,3976
66,45-59,1982,4,2,312
66,30-44,1982,6,2,1084
66,45-59,1982,2,2,64
66,15-29,1982,9,4,1468
66,30-44,1982,3,1,3468
66,15-29,1982,5,1,9812
66,15-29,1982,3,1,900
66,30-44,1982,2,1,6132
66,30-44,1982,4,1,8068
66,45-59,1982,3,1,2620
66,60-74,1982,2,1,1196
66,60-74,1982,5,1,852
66,15-29,1982,9,2,2136
66,15-29,1982,1,1,1436
66,45-59,1982,1,1,4844
66,15-29,1982,4,1,4104
66,45-59,1982,5,2,936
66,45-59,1982,3,2,56
66,30-44,1982,1,1,2424
66,less than 15,1982,9,2,16
66,60-74,1982,6,2,128
66,15-29,1982,4,2,512
66,15-29,1982,2,2,44
66,30-44,1982,9,3,164
66,30-44,1982,9,2,172
66,45-59,1982,9,2,112
66,60-74,1982,1,1,1364
66,60-74,1982,6,1,852
66,75 more,1982,5,1,24
66,60-74,1982,5,2,64
66,30-44,1982,2,2,60
66,less than 15,1982,5,1,12
66,75 more,1982,3,1,20
66,75 more,1982,1,1,84
66,30-44,1982,3,2,76
66,45-59,1982,9,3,44
66,75 more,1982,5,2,24
66,75 more,1982,2,1,64
66,75 more,1982,9,3,16
66,30-44,1982,1,2,8
66,15-29,1982,1,2,16
66,60-74,1982,9,2,24
66,less than 15,1982,6,1,24
66,15-29,1982,3,2,40
66,45-59,1982,1,2,12
66,60-74,1982,2,2,4
66,60-74,1982,9,3,8
66,75 more,1982,6,2,8
66,less than 15,1982,2,1,4
66,75 more,1982,6,1,24
66,60-74,1982,4,2,8
66,less than 15,1982,9,4,4
66,75 more,1982,9,2,8
66,less than 15,1982,6,2,4
67,less than 15,1982,9,6,186356
67,15-29,1982,9,3,59952
67,60-74,1982,8,5,66616
67,30-44,1982,9,6,36380
67,30-44,1982,9,2,228
67,15-29,1982,5,2,6436
67,45-59,1982,9,6,48300
67,60-74,1982,9,6,22728
67,15-29,1982,9,6,19800
67,15-29,1982,9,4,4264
67,30-44,1982,6,2,3116
67,30-44,1982,4,2,704
67,45-59,1982,8,5,7252
67,75 more,1982,8,5,35564
67,15-29,1982,9,2,3764
67,15-29,1982,6,2,5556
67,30-44,1982,5,2,2260
67,45-59,1982,5,2,1100
67,15-29,1982,5,1,47600
67,30-44,1982,4,1,28928
67,15-29,1982,6,1,61860
67,15-29,1982,4,1,20096
67,30-44,1982,6,1,47968
67,30-44,1982,3,1,16580
67,30-44,1982,5,1,30556
67,30-44,1982,2,1,8968
67,45-59,1982,3,1,8508
67,45-59,1982,4,1,13928
67,45-59,1982,6,1,34680
67,60-74,1982,5,1,1328
67,60-74,1982,2,1,1524
67,15-29,1982,3,1,5772
67,15-29,1982,4,2,776
67,45-59,1982,6,2,2136
67,less than 15,1982,9,3,11568
67,60-74,1982,9,3,24
67,75 more,1982,9,6,11392
67,45-59,1982,5,1,18092
67,15-29,1982,2,1,2608
67,45-59,1982,2,1,8676
67,60-74,1982,3,1,944
67,60-74,1982,6,1,1044
67,45-59,1982,3,2,128
67,30-44,1982,1,1,3392
67,60-74,1982,4,1,1224
67,15-29,1982,3,2,236
67,45-59,1982,1,1,6956
67,60-74,1982,1,1,1160
67,30-44,1982,9,3,780
67,75 more,1982,5,1,100
67,45-59,1982,4,2,436
67,45-59,1982,9,2,124
67,30-44,1982,3,2,156
67,60-74,1982,4,2,40
67,75 more,1982,3,1,44
67,60-74,1982,6,2,60
67,60-74,1982,5,2,60
67,75 more,1982,4,1,72
67,30-44,1982,2,2,52
67,45-59,1982,2,2,48
67,15-29,1982,2,2,64
67,60-74,1982,9,2,16
67,15-29,1982,1,1,1548
67,75 more,1982,2,1,112
67,15-29,1982,1,2,8
67,30-44,1982,9,4,8
67,30-44,1982,1,2,8
67,45-59,1982,9,3,72
67,45-59,1982,1,2,8
67,60-74,1982,2,2,4
67,75 more,1982,9,3,24
67,75 more,1982,5,2,4
67,75 more,1982,2,2,4
67,75 more,1982,6,2,8
67,60-74,1982,3,2,12
67,less than 15,1982,5,1,80
67,less than 15,1982,6,1,116
67,75 more,1982,6,1,84
67,75 more,1982,1,1,56
67,less than 15,1982,9,2,8
68,less than 15,1982,9,6,135324
68,15-29,1982,6,2,3748
68,15-29,1982,9,6,15308
68,45-59,1982,9,6,35980
68,45-59,1982,4,2,316
68,30-44,1982,9,6,26892
68,75 more,1982,8,5,26924
68,15-29,1982,9,3,35068
68,45-59,1982,8,5,7680
68,60-74,1982,8,5,47216
68,60-74,1982,9,6,13656
68,30-44,1982,5,2,1580
68,15-29,1982,6,1,46660
68,30-44,1982,3,1,8468
68,30-44,1982,6,1,41132
68,30-44,1982,4,1,20668
68,15-29,1982,5,1,31340
68,45-59,1982,5,1,11852
68,15-29,1982,4,1,13552
68,15-29,1982,3,1,2828
68,30-44,1982,5,1,21096
68,30-44,1982,1,1,2112
68,30-44,1982,2,1,5796
68,45-59,1982,2,1,6064
68,45-59,1982,4,1,10876
68,45-59,1982,6,1,27244
68,45-59,1982,3,1,5396
68,60-74,1982,6,1,848
68,15-29,1982,5,2,3592
68,15-29,1982,9,2,3156
68,15-29,1982,4,2,496
68,30-44,1982,9,2,144
68,less than 15,1982,9,3,8480
68,30-44,1982,4,2,356
68,45-59,1982,5,2,976
68,15-29,1982,2,1,1744
68,60-74,1982,5,1,768
68,less than 15,1982,6,1,36
68,30-44,1982,6,2,2256
68,75 more,1982,9,6,6640
68,60-74,1982,2,1,976
68,15-29,1982,9,4,2996
68,60-74,1982,4,1,716
68,45-59,1982,6,2,1520
68,60-74,1982,3,1,560
68,60-74,1982,6,2,40
68,45-59,1982,1,1,4596
68,30-44,1982,9,3,180
68,15-29,1982,2,2,32
68,30-44,1982,3,2,72
68,15-29,1982,1,1,1360
68,less than 15,1982,9,2,20
68,15-29,1982,3,2,48
68,45-59,1982,3,2,76
68,60-74,1982,1,1,868
68,60-74,1982,5,2,32
68,45-59,1982,2,2,44
68,75 more,1982,4,1,56
68,60-74,1982,9,2,20
68,45-59,1982,9,2,60
68,60-74,1982,2,2,4
68,30-44,1982,2,2,24
68,75 more,1982,2,1,88
68,less than 15,1982,2,1,8
68,75 more,1982,3,1,20
68,15-29,1982,1,2,16
68,30-44,1982,9,4,4
68,45-59,1982,9,3,20
68,45-59,1982,1,2,4
68,60-74,1982,4,2,4
68,75 more,1982,9,3,20
68,75 more,1982,4,2,4
68,less than 15,1982,5,1,8
68,75 more,1982,1,1,60
68,75 more,1982,6,1,44
68,75 more,1982,5,1,28
68,30-44,1982,1,2,4
69,less than 15,1982,9,6,300992
69,less than 15,1982,9,3,17884
69,15-29,1982,9,3,108716
69,15-29,1982,9,6,30916
69,15-29,1982,5,2,9812
69,15-29,1982,9,4,6572
69,15-29,1982,9,2,7132
69,15-29,1982,4,2,1612
69,15-29,1982,6,2,8232
69,15-29,1982,2,2,140
69,30-44,1982,9,6,51204
69,30-44,1982,6,2,4988
69,30-44,1982,5,2,4840
69,45-59,1982,6,2,4668
69,45-59,1982,9,6,54624
69,45-59,1982,4,2,1396
69,45-59,1982,5,2,3544
69,45-59,1982,8,5,9576
69,60-74,1982,9,6,24528
69,60-74,1982,8,5,102216
69,75 more,1982,8,5,59776
69,75 more,1982,9,6,13052
69,30-44,1982,3,2,328
69,30-44,1982,4,2,1612
69,15-29,1982,3,2,420
69,30-44,1982,9,3,1212
69,30-44,1982,9,2,676
69,30-44,1982,2,2,148
69,45-59,1982,9,3,128
69,45-59,1982,3,2,356
69,45-59,1982,2,2,200
69,45-59,1982,9,2,480
69,60-74,1982,5,2,304
69,60-74,1982,9,2,56
69,60-74,1982,6,2,300
69,60-74,1982,9,3,44
69,15-29,1982,4,1,33344
69,15-29,1982,5,1,64264
69,15-29,1982,6,1,66304
69,15-29,1982,3,1,9700
69,30-44,1982,6,1,67616
69,30-44,1982,4,1,55616
69,30-44,1982,5,1,53980
69,45-59,1982,3,1,19884
69,45-59,1982,1,1,7824
69,30-44,1982,2,1,20712
69,30-44,1982,3,1,31956
69,30-44,1982,1,1,4204
69,45-59,1982,4,1,31984
69,45-59,1982,6,1,55576
69,45-59,1982,5,1,38540
69,45-59,1982,2,1,18776
69,60-74,1982,4,1,2724
69,15-29,1982,2,1,5748
69,15-29,1982,1,1,2680
69,60-74,1982,2,1,4112
69,75 more,1982,6,1,128
69,60-74,1982,5,1,4312
69,60-74,1982,3,1,2204
69,60-74,1982,6,1,3408
69,60-74,1982,1,1,1856
69,75 more,1982,4,1,284
69,75 more,1982,1,1,128
69,75 more,1982,5,1,188
69,75 more,1982,2,1,452
69,75 more,1982,3,1,80
69,60-74,1982,3,2,40
69,75 more,1982,6,2,12
69,60-74,1982,2,2,20
69,less than 15,1982,2,1,4
69,60-74,1982,4,2,100
69,75 more,1982,5,2,4
69,45-59,1982,1,2,36
69,30-44,1982,1,2,12
69,75 more,1982,9,3,40
69,75 more,1982,9,2,8
69,less than 15,1982,9,2,12
69,15-29,1982,1,2,24
69,30-44,1982,9,4,12
69,less than 15,1982,6,1,28
69,less than 15,1982,5,1,4
70,15-29,1982,4,2,200
70,less than 15,1982,9,6,52404
70,30-44,1982,9,6,8604
70,75 more,1982,8,5,11540
70,60-74,1982,8,5,20028
70,30-44,1982,5,2,576
70,15-29,1982,9,3,12148
70,15-29,1982,9,4,1208
70,15-29,1982,9,6,5496
70,45-59,1982,6,2,880
70,45-59,1982,9,6,10348
70,45-59,1982,8,5,2560
70,75 more,1982,9,6,2848
70,45-59,1982,4,1,2888
70,30-44,1982,5,1,6124
70,30-44,1982,4,1,6596
70,30-44,1982,6,1,13064
70,45-59,1982,6,1,8352
70,15-29,1982,6,1,14360
70,15-29,1982,4,1,3224
70,15-29,1982,5,1,7812
70,30-44,1982,3,1,1868
70,30-44,1982,2,1,3052
70,45-59,1982,2,1,2840
70,45-59,1982,5,1,3440
70,45-59,1982,3,1,964
70,30-44,1982,6,2,1132
70,15-29,1982,5,2,1660
70,less than 15,1982,9,3,2916
70,15-29,1982,9,2,1880
70,15-29,1982,6,2,1932
70,60-74,1982,9,6,5380
70,15-29,1982,2,1,892
70,60-74,1982,2,1,536
70,30-44,1982,4,2,112
70,45-59,1982,1,1,4732
70,15-29,1982,3,1,516
70,45-59,1982,5,2,340
70,45-59,1982,4,2,132
70,60-74,1982,6,1,360
70,15-29,1982,2,2,8
70,30-44,1982,1,1,2352
70,75 more,1982,3,1,8
70,15-29,1982,1,1,1380
70,60-74,1982,5,1,312
70,60-74,1982,4,1,316
70,60-74,1982,1,1,920
70,75 more,1982,2,1,76
70,60-74,1982,3,1,92
70,30-44,1982,2,2,16
70,30-44,1982,3,2,20
70,30-44,1982,9,2,104
70,45-59,1982,2,2,12
70,45-59,1982,9,2,36
70,60-74,1982,6,2,40
70,75 more,1982,4,1,28
70,30-44,1982,9,3,16
70,75 more,1982,9,2,4
70,75 more,1982,1,1,40
70,60-74,1982,4,2,12
70,60-74,1982,5,2,16
70,60-74,1982,3,2,4
70,less than 15,1982,9,4,4
70,15-29,1982,1,2,4
70,30-44,1982,1,2,4
70,45-59,1982,1,2,8
70,45-59,1982,9,3,4
70,45-59,1982,3,2,12
70,60-74,1982,9,2,4
70,60-74,1982,9,3,4
70,75 more,1982,6,2,4
70,75 more,1982,9,3,4
70,less than 15,1982,6,1,24
70,75 more,1982,6,1,20
70,75 more,1982,5,1,4
71,less than 15,1982,9,6,116912
71,less than 15,1982,9,3,7352
71,15-29,1982,9,3,31260
71,15-29,1982,9,6,12180
71,15-29,1982,9,2,4116
71,15-29,1982,9,4,2828
71,15-29,1982,5,2,4220
71,15-29,1982,6,2,4180
71,30-44,1982,9,2,212
71,30-44,1982,9,6,19980
71,30-44,1982,5,2,1552
71,30-44,1982,6,2,1972
71,45-59,1982,9,6,27188
71,45-59,1982,8,5,6820
71,60-74,1982,8,5,51936
71,60-74,1982,9,6,14488
71,75 more,1982,8,5,32600
71,75 more,1982,9,6,8276
71,45-59,1982,4,2,352
71,15-29,1982,4,2,412
71,30-44,1982,4,2,392
71,45-59,1982,5,2,1008
71,45-59,1982,6,2,1800
71,45-59,1982,1,2,20
71,45-59,1982,3,2,76
71,60-74,1982,5,2,76
71,15-29,1982,5,1,18744
71,15-29,1982,6,1,32876
71,15-29,1982,4,1,8812
71,15-29,1982,2,1,2444
71,30-44,1982,6,1,28780
71,45-59,1982,4,1,8144
71,15-29,1982,3,1,1468
71,30-44,1982,4,1,14800
71,30-44,1982,5,1,15208
71,30-44,1982,2,1,8348
71,30-44,1982,3,1,5756
71,45-59,1982,6,1,20284
71,45-59,1982,3,1,3608
71,45-59,1982,1,1,13700
71,60-74,1982,4,1,596
71,45-59,1982,2,1,7496
71,30-44,1982,1,1,5792
71,45-59,1982,5,1,10696
71,60-74,1982,2,1,1824
71,15-29,1982,1,1,3420
71,60-74,1982,5,1,952
71,60-74,1982,6,1,1036
71,60-74,1982,1,1,2808
71,60-74,1982,3,1,420
71,75 more,1982,1,1,164
71,75 more,1982,2,1,160
71,15-29,1982,1,2,40
71,45-59,1982,9,2,108
71,30-44,1982,3,2,68
71,60-74,1982,6,2,104
71,75 more,1982,3,1,32
71,75 more,1982,4,1,132
71,30-44,1982,9,3,84
71,45-59,1982,2,2,96
71,30-44,1982,2,2,36
71,60-74,1982,2,2,4
71,75 more,1982,5,1,24
71,75 more,1982,6,1,48
71,60-74,1982,9,2,8
71,45-59,1982,9,3,24
71,75 more,1982,6,2,8
71,15-29,1982,3,2,36
71,30-44,1982,1,2,8
71,less than 15,1982,9,4,4
71,less than 15,1982,5,2,4
71,15-29,1982,2,2,36
71,60-74,1982,3,2,8
71,60-74,1982,9,3,8
71,60-74,1982,4,2,12
71,75 more,1982,9,3,12
71,less than 15,1982,1,1,8
71,less than 15,1982,6,1,4
71,less than 15,1982,5,1,4
71,less than 15,1982,6,2,4
72,less than 15,1982,9,6,113220
72,15-29,1982,9,6,8676
72,30-44,1982,5,2,1052
72,45-59,1982,9,6,18052
72,60-74,1982,8,5,45488
72,60-74,1982,9,6,7832
72,75 more,1982,8,5,26980
72,30-44,1982,9,6,14500
72,45-59,1982,3,1,3140
72,30-44,1982,3,1,5020
72,15-29,1982,6,1,29884
72,15-29,1982,4,1,8252
72,45-59,1982,2,1,5912
72,45-59,1982,4,1,7104
72,15-29,1982,9,2,3284
72,15-29,1982,5,2,4704
72,30-44,1982,6,2,1676
72,30-44,1982,4,2,372
72,45-59,1982,5,2,848
72,45-59,1982,4,2,184
72,15-29,1982,9,3,29752
72,15-29,1982,9,4,2740
72,45-59,1982,8,5,3892
72,45-59,1982,6,2,1600
72,30-44,1982,4,1,14204
72,15-29,1982,5,1,20932
72,45-59,1982,6,1,18828
72,45-59,1982,5,1,10992
72,30-44,1982,5,1,17012
72,30-44,1982,2,1,6448
72,30-44,1982,6,1,25728
72,60-74,1982,2,1,1376
72,60-74,1982,4,1,668
72,less than 15,1982,9,3,7136
72,75 more,1982,9,6,3692
72,15-29,1982,3,1,1296
72,60-74,1982,1,1,2148
72,15-29,1982,2,1,1884
72,15-29,1982,6,2,4552
72,60-74,1982,9,2,28
72,60-74,1982,3,1,300
72,15-29,1982,3,2,24
72,15-29,1982,4,2,436
72,75 more,1982,4,1,84
72,30-44,1982,1,1,4952
72,45-59,1982,1,1,12972
72,60-74,1982,6,1,784
72,60-74,1982,5,1,864
72,30-44,1982,9,3,112
72,30-44,1982,9,2,128
72,45-59,1982,9,3,20
72,75 more,1982,5,1,40
72,15-29,1982,1,1,2132
72,60-74,1982,6,2,112
72,45-59,1982,2,2,24
72,45-59,1982,9,2,128
72,less than 15,1982,6,1,16
72,75 more,1982,1,1,88
72,45-59,1982,3,2,28
72,15-29,1982,2,2,44
72,30-44,1982,2,2,24
72,60-74,1982,5,2,112
72,15-29,1982,1,2,48
72,30-44,1982,3,2,48
72,75 more,1982,3,1,12
72,75 more,1982,2,1,64
72,60-74,1982,4,2,20
72,75 more,1982,6,1,36
72,60-74,1982,2,2,8
72,30-44,1982,1,2,12
72,less than 15,1982,9,2,4
72,45-59,1982,1,2,48
72,60-74,1982,1,2,4
72,less than 15,1982,5,1,8
72,75 more,1982,9,3,4
72,75 more,1982,5,2,4
72,60-74,1982,9,3,4
73,less than 15,1982,9,6,67152
73,15-29,1982,9,3,20448
73,15-29,1982,9,6,7604
